;Descrição;Preço;TotalReviews;Loja;Categoria;Tipo
4694;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4696;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4697;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4699;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4700;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4701;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4702;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4703;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4704;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4705;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4706;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4707;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4710;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4712;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4715;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4717;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4718;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4720;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4721;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4723;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4724;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4725;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4726;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4727;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4728;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4729;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4730;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4731;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4734;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4736;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4739;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4741;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4742;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4744;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4745;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4747;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4748;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4749;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4750;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4751;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4752;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4753;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4754;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4755;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4758;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4760;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4763;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4765;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4766;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4768;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4769;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4771;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4772;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4773;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4774;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4775;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4776;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4777;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4778;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4779;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4782;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4784;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4787;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4789;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4790;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4792;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4793;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4795;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4796;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4797;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4798;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4799;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4800;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4801;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4802;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4803;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4806;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4808;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4811;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4813;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4814;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4816;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4817;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4819;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4820;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4821;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4822;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4823;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4824;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4825;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4826;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4827;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4830;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4832;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4835;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4837;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4838;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4840;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4841;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
528;"Smart TV LED 43"" Full HD AOC ROKU TV FHD 43S5195/78G, Wi-Fi, 3 HDMI, 1 USB, Wifi, Conversor Digital";1779.0;2612.0;Amazon;TV;Não 4k
530;"Smart TV LED 24"" Monitor LG 24TL520S, Wi-Fi, WebOS 3.5, DTV Machine Ready";1052.1;7888.0;Amazon;TV;Não 4k
531;"Tela Multilaser 24"" HD com Conversor Digital - TL037";849.0;0.0;Amazon;TV;Não 4k
532;Smart TV LED 43'' Full HD Semp 43S5300, 2 HDMI 1 USB, Wi-Fi, Google Assistant, Controle Remoto Com Comando De Voz, Android;1899.0;287.0;Amazon;TV;Não 4k
533;"Smart TV LED 43"" Android TCl 43s6500 Full HD com Conversor Digital Wi-Fi Bluetooth 1 USB 2 HDMI Controle Remoto com Comando de Voz Google Assistant";1998.99;2445.0;Amazon;TV;Não 4k
539;"TV LED 32"" LG 32LT330HBSB, 2 HDMI, 1 USB, Pro Conversor Digital";1555.0;779.0;Amazon;TV;Não 4k
540;"2021 Smart TV LG 32"" HD 32LM627B WiFi Bluetooth HDR ThinQAI compatível com Inteligência Artificial";1519.05;115.0;Amazon;TV;Não 4k
541;"Smart TV LED 32"" HD Android SEMP 32S5300, Conversor Digital, Wi-Fi, Bluetooth, 1 USB, 2 HDMI, Comando de Voz e Google Assistant";1405.02;602.0;Amazon;TV;Não 4k
543;TV PHILCO PTV32D10N5SKH LED Grande;1319.01;1.0;Amazon;TV;Não 4k
544;Smart TV Philco PTV42G52RCF Roku 42 Polegadas, LED FHD, 3 HDMI, 2 USB, Preta;2184.9;5.0;Amazon;TV;Não 4k
547;Android TV LED 32” TCL S615 HD HDR;1329.0;6.0;Amazon;TV;Não 4k
548;"Smart TV Philips 43PFG6825/78-43"" Full HD sem bordas, HDR Plus, 3 HDMI, 1 USB, Wifi Miracast, Conversor digital, Netflix, Youtube, Globoplay e Prime Video";1899.99;49.0;Amazon;TV;Não 4k
549;"2021 Smart TV LG 43"" Full HD 43LM6370 WiFi Bluetooth HDR ThinQAI compatível com Inteligência Artificial";1999.0;19.0;Amazon;TV;Não 4k
550;Smart TV LED 32'' HD Samsung LH32BETBLGGXZD;1559.98;1008.0;Amazon;TV;Não 4k
551;Smart TV Philco PTV32N5SE10H, 32'' Polegadas, Tela D-LED HD, Conversor Digital, 2 HDMI, 2 USB, Preta;1449.0;67.0;Amazon;TV;Não 4k
553;Android TV LED 40” TCL S615 FULL HD HDR;1804.05;3.0;Amazon;TV;Não 4k
555;"Smart TV LED 32"" HD LG 32LM621CBSB.A, 3 HDMI, 2 USB, Bluetooth, Wi-Fi, Active HDR, ThinQ AI";1649.0;4301.0;Amazon;TV;Não 4k
557;"Smart TV LED PRO 43"" Full HD LG 43LM631C0SB, ThinQ AI, 3 HDMI, 2 USB, Wi-Fi, Conversor Digital";2399.0;908.0;Amazon;TV;Não 4k
561;"Smart TV LED 43"" Philips 43PFG5813/78, Ultra Slim, Wi-Fi, 2 HDMI, 2 USB";1899.0;139.0;Amazon;TV;Não 4k
563;Monitor Tv 32 Polegadas HD Com Função Smart E Wi-Fi Integrado Multilaser - TL020;1448.38;5.0;Amazon;TV;Não 4k
564;"Smart TV LED 40"" Panasonic TC-40FS500B Full HD 2 USB, 2 HDMI Preta";2189.9;199.0;Amazon;TV;Não 4k
566;Smart TV LG LCD 32” com Comandos de Voz, WebOS 4.5, Upscaler HD, HDR Ativo e Wi-Fi Preta - 32LM625BPSB;1889.9;909.0;Amazon;TV;Não 4k
567;"Smart TV LED 43"" Full HD Samsung LH43BETMLGGXZD, 2 HDMI, 1 USB, Wi-Fi, HDR, Sistema Operacional Tizen e Dolby Digital Plus";2346.0;180.0;Amazon;TV;Não 4k
568;"TV Portatil Digital 9"" Conversor Integrado Monitor com Controle Remoto USB LED PVR SD e Bateria Recarregavel Bivolt";629.63;38.0;Amazon;TV;Não 4k
570;Tela 43 Polegadas FHD Com Função Smart E Wi-Fi Integrado - Multilaser, TL024;1699.0;1.0;Amazon;TV;Não 4k
571;"Tela 39"" HD com Função Smart e Wi-Fi Integrado - TL028";1489.48;0.0;Amazon;TV;Não 4k
574;"Smart TV Philips 32PHG6825/78-32"" HD sem bordas, HDR Plus, 3 HDMI, 2 USB, Wifi Miracast, Conversor digital, Netflix, Youtube, Globoplay e Prime Video";1599.0;19.0;Amazon;TV;Não 4k
576;"Samsung Smart TV Tizen FHD 2020 T5300 40"", HDR";2199.9;6.0;Amazon;TV;Não 4k
577;"Monitor 27"" Led Samsung - Full Hd - Hdmi - Curvo - Super Slim - Lc27F390Fhlmzd, Smasung, LC27F390FHLMZD, LED, 27";1199.9;221.0;Amazon;TV;Não 4k
578;"Monitor LG Ultrawide 29WL500-29"", 21:9 IPS, HDMI, HDR10, Screen Split 2.0";1699.0;89.0;Amazon;TV;Não 4k
579;Monitor LG 19.5'' LED HD - HDMI, 2ms, Ajuste de Inclinação, Reader Mode, 4-Screen Split, - 20MK400H-B;832.9;2880.0;Amazon;TV;Não 4k
580;Xiaomi Redmi Note 10 4GB+64GB Versão global Onyx Gray;1524.9;2343.0;Amazon;TV;Não 4k
581;"Monitor Gamer Curvo Samsung Odyssey 34"" Ultra WQHD, 165Hz, 1ms, HDMI, Display Port, FreeSync Premium, preto, série G5";4890.0;3.0;Amazon;TV;Não 4k
582;TV LED 39'' Philco PTV39N87D HD com Conversor Digital 3 HDMI 1 USB Som Surround 60Hz - Preta;2316.9;88.0;Amazon;TV;Não 4k
583;"Tela 32"" FHD com Função Smart e Wi-Fi Integrado - Multilaser TL036";1413.68;0.0;Amazon;TV;Não 4k
584;Samsung Monitor 21,5 S22F350Fhl Preto Brilhante;959.0;325.0;Amazon;TV;Não 4k
585;"Monitor Dell Widescreen 21.5"", SE2216H";827.11;1178.0;Amazon;TV;Não 4k
587;"Monitor LG Widescreen 24MK430H - 23.8"" LED, Full HD IPS, HDMI";919.0;1307.0;Amazon;TV;Não 4k
590;"Monitor Philips 18.5"" LED HDMI 193V5LHSB2";649.9;346.0;Amazon;TV;Não 4k
594;"Tela 43"" FHD com Função Smart e Wi-Fi Integrado - Multilaser, TL027";2152.88;1.0;Amazon;TV;Não 4k
595;"Smart TV LED 43"" LG ThinQ AI Full HD 43LM6300PSB 3 HDMI";2666.52;120.0;Amazon;TV;Não 4k
596;"Monitor Moob Led Full Hd 24"" Tela Curva HDMI";1233.0;0.0;Amazon;TV;Não 4k
597;"Monitor Gamer AOC SNIPER 27"" 75Hz IPS 1ms";1239.9;191.0;Amazon;TV;Não 4k
598;PS Blackmagic Design Atem Mini Hdmi Live Switcher Pacote Básico Pronto Para Streaming Com Cabos, Kit De Limpeza E Muito Mais;2889.28;0.0;Amazon;TV;Não 4k
600;Tv Digital Portátil Led Monitor Hd 14pol Usb Sd Vga Mtm1410;646.0;7.0;Amazon;TV;Não 4k
602;"Monitor Gamer AOC SPEED 24"" 75Hz IPS 1ms";1049.9;64.0;Amazon;TV;Não 4k
603;Soundbar 5.1 Canais 280W RMS com Subwoofer sem fio, Bluetooth, Entrada HDMI e Óptica | Goldentec;1939.9;4.0;Amazon;TV;Não 4k
604;Monitor Acer KA242Y FHD 1ms 75Hz 23.8' ZeroFrame FreeSync;939.0;52.0;Amazon;TV;Não 4k
605;"MONITOR 24"" HD SEM CONVERSOR DIGITAL TL021";959.0;9.0;Amazon;TV;Não 4k
606;Yongluo Mini TV analógica digital ATSC de 7 polegadas com resolução de 800x600 Suporte a reprodutor de vídeo portátil PVR USB TF Cartão Bateria 800mah;683.09;0.0;Amazon;TV;Não 4k
609;"Monitor Acer V247Y 23.8"" FHD IPS";1049.0;29.0;Amazon;TV;Não 4k
610;"Monitor Concórdia Gamer Curvo C240 23.8"" Led Full Hd Hdmi Vga - Red";1100.58;0.0;Amazon;TV;Não 4k
611;Monitor 23.8” Dell S2421HN;1179.0;288.0;Amazon;TV;Não 4k
612;Tela 43 Pol. Full HD Multilaser Entradas HDMI USB HDMI + Conversor TV Digital - TL018;1888.9;1.0;Amazon;TV;Não 4k
613;Soundbar com Subwoofer 2.1 Bluetooth 220W Cinema SB160;1234.05;152.0;Amazon;TV;Não 4k
614;Rack Madesa Reims e Painel para Tv até 55 Polegadas 2 Portas e 1 Gaveta;669.99;7.0;Amazon;TV;Não 4k
615;Monitor LG Widescreen 22MK400H - 21, 5” LED TN Full HD, HDMI, Ajuste de Inclinação, Flicker Safe;1099.0;978.0;Amazon;TV;Não 4k
616;Soundbar Bluetooth JBL SB130BLKBR 55W 2.0 HDMI;844.0;119.0;Amazon;TV;Não 4k
619;Monitor Tv 43 Polegadas Full HD Sem Conversor Digital Multilaser HDMI+USB - TL023;1875.27;0.0;Amazon;TV;Não 4k
620;"Monitor LED 24"" Full HD Widescreen B0 HDMI VGA Mitsushiba";985.0;1.0;Amazon;TV;Não 4k
621;Smart TV LED HD 32” Panasonic Media Player 2 HDMI 2 USB TC-32FS500B;1579.65;1173.0;Amazon;TV;Não 4k
623;"Tela 40"" FHD com Função Smart e Wi-fi Integrado - Multilaser, TL030";1843.9;0.0;Amazon;TV;Não 4k
624;"Monitor Led HQ 19.5"" HQ19.5 WHQ-Led HDMI preto";619.0;48.0;Amazon;TV;Não 4k
625;Universal televisão Stand,Table Top televisão Stand Pedestal por 39-75 polegadas LCD/LED/OLED/TVs de plasma,substituição televisão Suportar as pernas para monitor de tela riser,segura firmemente 4 5kg;1292.53;0.0;Amazon;TV;Não 4k
626;Tampo da mesa universal televisão Ficar,giro televisão Stand,Table Top televisão Suporte por 14-32 polegadas LCD LED T.Vs,altura ajustável televisão Suporte de base,VESA 40.0x400mm,mantém até 8kg;1599.24;0.0;Amazon;TV;Não 4k
627;"Chão inteligente televisão Stand,Universal.televisão Suporte para 27""a 43""TVs com suporte de pedestal de altura ajustável de 360 ​°Swivel Pedestal mantém 20kgs max.VESA 200X200.Milímetros";4254.01;0.0;Amazon;TV;Não 4k
628;"Monitor Concórdia Gamer Curvo C240 23.8"" Led Full Hd Hdmi Vga - Black";1100.58;2.0;Amazon;TV;Não 4k
632;Monitor Dell 22 – P2219H;1299.99;1055.0;Amazon;TV;Não 4k
