;Descrição;Preço;TotalReviews;Loja;Categoria;Tipo
1668;"Smart TV LED 60"" LG 60UP7750PSB, 4K, UHD, Wi-Fi, com 2 USB, 3 HDMI, 60Hz";3959.1;0.0;Americanas;TV;4k
1669;Samsung Smart TV 43“ QLED 4K 43LS05T The Sero 2020, com Tela Vertical, Tap View, Potência Sonora, Comando de Voz;9999.0;1.0;Americanas;TV;4k
1676;Smart TV Samsung QLED 4K The Frame 2021 43LS03A Design Slim Molduras Customizáveis Modo Arte;4799.0;0.0;Americanas;TV;4k
1677;Smart TV LG 50 4K LED 50UP7550 WiFi Bluetooth hdr ia ThinQ Google Alexa e Smart Magic 2021;3723.0;0.0;Americanas;TV;4k
1678;"Smart TV OLED 55"" LG OLED55A1PSA, 4K, Wi-Fi, Bluetooth, com 2 USB, 3 HDMI, 60Hz";5579.1;0.0;Americanas;TV;4k
1679;Smart Tv 55 Polegadas Led LH55BETHVGGXZD uhd 4K Bluetooth hdr Wifi Samsung;3167.01;0.0;Americanas;TV;4k
1681;"Smart TV Philco 55"" PTV55F62SN 4K LED";3743.9;0.0;Americanas;TV;4k
1682;Smart TV LG 4K uhd 50 - Bivolt - 50UN731C0SC;3309.11;0.0;Americanas;TV;4k
1683;Smart TV 50” Crystal 4K Samsung 50AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;3623.75;0.0;Americanas;TV;4k
1684;"Smart TV LED 50"" Ultra HD 4K Philco PTV50N10N 4 HDMI 2 USB Wi-Fi";3527.02;0.0;Americanas;TV;4k
1685;Smart TV 75UP8050 75 Polegadas 4K UHD WiFi Bluetooth HDR LG;6137.01;0.0;Americanas;TV;4k
1686;Smart Tv Philco PTV55Q20SNBL 55 Polegadas LED Ultra HD 4k HDR Borda Infinita Cinza Bivolt;3144.0;0.0;Americanas;TV;4k
1690;Smart TV uhd 4K LED ips 55 LG 55UN7310PSC Wi-Fi - Bluetooth hdr Inteligência Artificial 3 hdmi 2 USB;3560.57;0.0;Americanas;TV;4k
1691;Smart TV 4K LED 65 Samsung LH65BENELGA Ultra HD Wi-Fi Conversor Digital 3 hdmi 2 USB;4272.56;2.0;Americanas;TV;4k
1692;Smart TV Led 55 4k UHD LG 55UN731C 3 HDMI 2 Usb Wi-fi Assitente Virtual Bluetooth;3873.75;0.0;Americanas;TV;4k
1693;Smart TV 55” Ultra HD 4K LED LG 55UP7550PSF 60Hz Wi-Fi e Bluetooth Alexa 2 HDMI 1 USB;4123.75;0.0;Americanas;TV;4k
1695;Smart TV 50 Samsung Crystal 4K uhd Bivolt;3524.9;0.0;Americanas;TV;4k
1696;"Samsung Smart TV 60"" Crystal UHD 4K 60AU8000, Painel Dynamic Crystal Color, Design slim, Tela sem limites, Alexa built in";4873.75;0.0;Americanas;TV;4k
1697;"Smart TV LG LED 4K UHD 65"" com Inteligência Artificial ThinQ, Smart Magic, Google Alexa e Wi-Fi - 65UP7750PSB";4998.75;0.0;Americanas;TV;4k
1699;Smart TV 65NANO80 65 Polegadas 4K NanoCell HDMI 2.0 LG;5444.01;0.0;Americanas;TV;4k
1700;Smart Tv LED 60 Polegadas 60AU7700 uhd Bluetooth Processador Crystal 4K Alexa Samsung;4454.01;0.0;Americanas;TV;4k
1701;Smart Tv 65 Polegadas Tela Infinita uhd 4K 65AU7700 Processador Crystal Alexa Samsung;4949.01;0.0;Americanas;TV;4k
1702;Smart TV Philco 60 PTV60F90DSWNS 4K - Netflix - Outlet;4109.9;0.0;Americanas;TV;4k
1703;Smart Tv 50 Tcl Android Led 4k Uhd Hdr Wifi Bluetooth;4510.9;0.0;Americanas;TV;4k
1704;Smart TV 65” Crystal 4K Samsung 65AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;5248.75;0.0;Americanas;TV;4k
1705;Smart TV LG 55 4K uhd 55UP7550 WiFi Bluetooth hdr Inteligência Artificial ThinQ Smart Magic;4259.9;0.0;Americanas;TV;4k
1706;Smart TV Philco 65 PTV65Q20AGBLS 4K LED Android - Outlet;4199.9;0.0;Americanas;TV;4k
1708;"Smart TV Philco LED 4K 70"" PTV70Q50SNSG - Netflix";9799.9;0.0;Americanas;TV;4k
1710;Smart TV 4K/UHD LG Led 70 com hdr Inteligência Artificial ThinQ, Smart Magic, Google Alexa e Wi-Fi - 70UP7750PSB;6739.93;0.0;Americanas;TV;4k
1711;Smart Tv 4k 55 tcl Led Ultra Hd com Comando de Voz;5197.9;0.0;Americanas;TV;4k
1712;Smart TV LED 65 uhd 4K LG 65UN7310 Bluetooth, Wi-Fi, hdr;5999.9;0.0;Americanas;TV;4k
1713;Smart TV Samsung The Frame qled 4K 55 - 55LS03AA + Moldura para Smart TV The Frame Samsung 55 Branco - VG-SCFA55WTBRU;5966.78;0.0;Americanas;TV;4k
1714;Fast Smart Tv Philco Roku 58 4k Led Uhd Preta Bivolt;4969.9;0.0;Americanas;TV;4k
1715;Smart TV Philco 75” PTV75E30ST 4K LED - Netflix;9799.9;0.0;Americanas;TV;4k
1716;Smart TV 4K Samsung qled 65 com Modo Game, Alexa built in e Wi-Fi - 65Q80AA;7595.93;0.0;Americanas;TV;4k
1717;"Smart TV 75"" UHD 4K Samsung 75AU7700, Processador Crystal 4K, Tela sem limites, Alexa built in";7998.75;0.0;Americanas;TV;4k
1718;Smart TV 4K LG oled 65 com Inteligência Artificial ThinQ ai, Google Alexa e Wi-Fi - OLED65A1PSA;9093.93;0.0;Americanas;TV;4k
1719;Samsung Smart TV 55' Neo qled 4K 55QN85A, Mini Led, Painel 120hz, Processador ia, Som em Movimento,;8025.29;0.0;Americanas;TV;4k
1720;Smart TV Samsung qled 4K 65, Slim Frame, com Modo Arte, Molduras Costumizáveis e Conexão Única - 65LS03AA;8199.84;0.0;Americanas;TV;4k
1721;Smart TV Samsung 65, Neo Quantum 4K Neo qled QN65QN85AAGXZD, Wi-fi Integrado;9856.94;0.0;Americanas;TV;4k
2185;"Smart TV LED 58"" UHD 4K Philco PTV58F80SNS com Netflix, Dolby Audio, Wi-fi, HDR, Processador Quad-Core, Entradas HDMI e USB";3499.0;969.0;Casas Bahia;TV;4k
2190;"Smart TV Samsung 58"" UHD Processador Crystal 4K 58AU7700 Tela Sem Limites Visual Livre de Cabos";3359.0;113.0;Casas Bahia;TV;4k
2195;Smart TV LED 50 4K UHD LG 50UN731C 3 HDMI 2 USB WiFi Bluetooth;2842.0;6.0;Casas Bahia;TV;4k
2196;"Smart TV Samsung 50"" QLED 4K 50Q60A Design Slim Modo Game Som em Movimento Virtual Visual Sem Cabos";3629.0;103.0;Casas Bahia;TV;4k
2199;Smart TV LED 50 Philco PTV50RCG70BL 4K UHD Wi-Fi 4 HDMI 2 USB Processadores Quad Core e GPU Triple Core;2459.9;3.0;Casas Bahia;TV;4k
2201;"Smart Tv Lg 65"" 4k UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Alexa Controle Smart Magic 65UP751C";3899.9;2.0;Casas Bahia;TV;4k
2210;"Smart TV Samsung 50"" UHD Processador Crystal 4K 50AU7700 Tela Sem Limites Visual Livre de Cabos";3279.0;1.0;Casas Bahia;TV;4k
2213;"Smart TV Samsung 55"" UHD Processador Crystal 4K 55AU7700 Tela Sem Limites Visual Livre de Cabos";3409.0;5.0;Casas Bahia;TV;4k
2215;Smart TV Samsung LED 75 4k Wi-Fi Tizen Comando de Voz;6859.0;5.0;Casas Bahia;TV;4k
2217;"Smart TV Samsung 60"" Crystal UHD 4K 60AU8000 Design Slim Som em Movimento Virtual Visual Sem Cabos";4539.0;3.0;Casas Bahia;TV;4k
2218;Smart TV 50” TCL P615 Android LED 4K UHD HDR WIFI Bluetooth 3HDMI 2USB Alexa e Google Assistant Controle com Comando de Voz;3099.0;0.0;Casas Bahia;TV;4k
2226;Smart TV 65NANO85 65 Polegadas 4K NanoCell 120Hz HDMI 2.1 LG;6418.9;0.0;Casas Bahia;TV;4k
2229;Smart TV 4K 65” TCL QLED C715 Android Bluetooth HDR;8598.9;0.0;Casas Bahia;TV;4k
2230;Smart TV 4K 55” TCL QLED C715 Android Bluetooth;5929.9;0.0;Casas Bahia;TV;4k
2234;Smart TV LG LED 55 Polegadas 4K UHD Wi-Fi webOS 6.0 Comando de Voz 55UP7550PSF.BWZ;4939.0;0.0;Casas Bahia;TV;4k
2236;"Smart TV Samsung 43"" UHD Processador Crystal 4K 43AU7700 Tela Sem Limites Controle Único";2199.9;4.0;Casas Bahia;TV;4k
2237;Smart Tv 70 Polegadas UHD 4K WiFi Crystal HDR Samsung UN70AU7700GXZD;5776.93;2.0;Casas Bahia;TV;4k
2238;"Smart TV Samsung 55"" QLED 4K 55Q70A Design Slim Modo Game Som em Movimento Virtual Tela Sem Limites";1533.0;9.0;Casas Bahia;TV;4k
2240;Smart TV Samsung 70” UHD 4K, Tela Sem Limites UN70AU7700 - Wi-fi e Alexa;4470.0;0.0;Casas Bahia;TV;4k
2244;"Smart TV 85"" Crystal UHD 4K Samsung 85AU8000, Painel Dynamic Crystal Color, Design slim, Tela sem limites, Visual Livre de Cabos, Alexa";2999.9;0.0;Casas Bahia;TV;4k
2247;"Smart Tv Philco PTV50N10N5E D-Led UltraHD 4K 50""";1147.0;0.0;Casas Bahia;TV;4k
2248;"Smart TV Multilaser 55"" UHD 4K Função Smart E Wi-Fi Integrado - TL025 Preto";1479.0;0.0;Casas Bahia;TV;4k
2253;Smart TV LG 77`` 4K OLED77C1 120Hz G-Sync FreeSync 4x HDMI 2.1 Inteligência Artificial ThinQ, Google Alexa, Bivolt Light Steel Silver;2439.0;0.0;Casas Bahia;TV;4k
2254;Smart TV 75NANO80 75 Polegadas 4K NanoCell 4x HDMI ThinQAI LG;2029.0;0.0;Casas Bahia;TV;4k
2255;Smart TV Samsung UHD 55 4K Wi-Fi Tizen Comando de Voz;7809.0;11.0;Casas Bahia;TV;4k
2256;"Smart TV Samsung 65"" UHD Processador Crystal 4K 65AU7700 Tela Sem Limites Visual Livre de Cabos";4179.99;0.0;Casas Bahia;TV;4k
2259;"Smart TV Samsung 65"" QLED 4K 65Q70A Design Slim Modo Game Som em Movimento Virtual Tela Sem Limites";3299.99;2.0;Casas Bahia;TV;4k
2260;"Smart TV 55"" LG 4K UHD HDMI USB Smart Magic ThinQ Inteligência Artificial 60Hz";1496.93;0.0;Casas Bahia;TV;4k
2261;"Smart TV 75"" LG 4K UHD HDMI USB Smart Magic ThinQ Inteligencia Artificial 60Hz";225.59;0.0;Casas Bahia;TV;4k
2263;"Smart Tv 86"" 4k SB LED Netflix Philco Bivolt PTV86P50SNSG";3416.7;0.0;Casas Bahia;TV;4k
2265;Smart Tv Box 4Gb De Ram 64Gb Pro 4K;7799.99;3.0;Casas Bahia;TV;4k
2266;"Smart TV LG 43"" 4K, Full HD LED 43LM6370PSB, ThinQ AI, Wi-fi Integrado";6989.99;0.0;Casas Bahia;TV;4k
2267;Smart Tv 50 Polegadas P615 4K UHD Comando de Voz Android Tcl;3799.0;0.0;Casas Bahia;TV;4k
2268;Smart Tv Samsung 55 Polegadas 4K UHD UN55AU7700GXZD;4027.9;0.0;Casas Bahia;TV;4k
2269;"Smart TV LG 55"" 4K NanoCell 55NANO85, 120Hz, FreeSync, 2 HDMI 2.1, Inteligência Artificial ThinQ, Google Alexa, Bivolt";6089.74;0.0;Casas Bahia;TV;4k
2270;"Smart TV LED 50"" UHD 4K NanoCell LG 50NANO75 2021, 3x HDMI 2.0 Inteligência Artificial ThinQAI Smart Magic Google Alexa";2187.8;0.0;Casas Bahia;TV;4k
2271;"Smart TV LCD LED 58"" Philips 58PUG7625/78 4K UHD HDR10+ com Wi-Fi, 2 USB, 3 HDMI, Bluetooth, 60Hz";2149.0;0.0;Casas Bahia;TV;4k
2272;Smart Tv 55 Polegadas 55PUG679478 4K Ambiligh Ultra HD LED Philips;2599.0;0.0;Casas Bahia;TV;4k
2273;smart tv lg 65 4k nanocell 65 nano 75 hdmi 2.0 thinqai smart magic google alexa prateado;2599.0;0.0;Casas Bahia;TV;4k
2279;"Smart TV Samsung 65"" QLED 4K 65Q60A Design Slim Modo Game Som em Movimento Virtual Visual Sem Cabos";3315.9;2.0;Casas Bahia;TV;4k
2280;"Smart TV Samsung 55"" QLED 4K The Frame 2021 55LS03A Design Slim Molduras Customizáveis Modo Arte";3399.0;0.0;Casas Bahia;TV;4k
2282;Smart TV 55UP7550 LED 55 Polegadas UHD 4K Bluetooth LG;5809.0;0.0;Casas Bahia;TV;4k
2283;"Smart TV 50"" LG 4K UHD HDMI USB Smart Magic ThinQ Inteligência Artificial 60Hz";1529.0;0.0;Casas Bahia;TV;4k
2284;Smart TV LED 65 4K UHD LG 65UP7550 2021 WiFi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;2327.0;0.0;Casas Bahia;TV;4k
2285;"Smart TV LG 43"" 4K, Ultra HD LED 43UP7500P, ThinQ AI, Wi-fi Integrado";2408.0;0.0;Casas Bahia;TV;4k
2286;"Smart TV Samsung 65"" Crystal UHD 4K 65AU9000 Design Slim Som em Movimento Virtual Visual Sem Cabos";1689.9;10.0;Casas Bahia;TV;4k
2289;"Smart TV LG 43"" Pro 4K UHD HDMI USB Wi-Fi Bluetooth 43UN731C0SC";2334.0;2.0;Casas Bahia;TV;4k
2294;Smart TV Samsung LED 50 4K Wi-Fi Tizen Comando de Voz;1157.0;9.0;Casas Bahia;TV;4k
2295;"Smart TV Samsung 55"" Crystal UHD 4K 55AU9000 Design Slim Som em Movimento Virtual Visual Sem Cabos";2199.9;12.0;Casas Bahia;TV;4k
2299;"Smart TV Led 32"" LG 32LM627BPSB 4K Preta";1499.0;0.0;Casas Bahia;TV;4k
2300;"Smart TV Samsung 43"" LED Ultra HD 4K UN43AU7700";1499.0;0.0;Casas Bahia;TV;4k
2306;Smart TV 50 Polegadas Crystal UHD 4K 50AU8000 Slim Samsung;2199.9;0.0;Casas Bahia;TV;4k
2308;"Smart TV Samsung 75"" QLED 4K 75Q70A Design Slim Modo Game Processador IA Som em Movimento Virtual";3199.0;0.0;Casas Bahia;TV;4k
2309;Smart TV Samsung LED 50 4K Wi-Fi Tizen Comando de Voz;7899.0;0.0;Casas Bahia;TV;4k
2313;Smart TV 55 Pol LG 55UN731C0SC LED UHD 4K 3 HDMI 2 USB Wifi Bluetooth Bivolt Preto;2299.0;7.0;Casas Bahia;TV;4k
2314;"Smart TV 65"" Samsung Crystal UHD 4K 2020 UN65TU8000 Borda Ultrafina Visual Livre de Cabos Wi-Fi HDMI";4989.0;0.0;Casas Bahia;TV;4k
2316;"Smart TV Samsung 43"" QLED 4K The Frame 2021 43LS03A Design Slim Molduras Customizáveis Modo Arte";2189.0;1.0;Casas Bahia;TV;4k
2317;"Smart TV Samsung 55"" QLED 4K 55Q80A Modo Game Processador IA Som em Movimento Visual Livre de Cabos";2299.0;1.0;Casas Bahia;TV;4k
2319;"Smart TV Philco 82"" Android Backlight E-Led PTV82K90AGIB UHD 4K";2587.9;0.0;Casas Bahia;TV;4k
2321;"Smart TV LG 86"" 4K NanoCell 86NANO75 2x HDMI 2.1 Inteligência Artificial AI ThinQ Smart Magic Google Alexa Bivolt";3221.9;0.0;Casas Bahia;TV;4k
2323;Smart TV LED 50 UHD 4K Samsung LH50BETH Crystal UHD HDR Borda Infinita Bluetooth;2138.93;6.0;Casas Bahia;TV;4k
2326;Smart TV 4K 65` LG LED Ultra HD 65UN7310PSC ThinQ AI Inteligência Artificial webOS 5.0 HDR Ativo 3 HDMI 2 USB;1899.9;0.0;Casas Bahia;TV;4k
2331;Smart TV Crystal 4K 55” Samsung UN55AU7700GXZD Wi-Fi Bluetooth HDR 3 HDMI 1 USB;5450.67;0.0;Casas Bahia;TV;4k
2335;Smart TV 4K LED 70’’ LG 70UN7310, UHD, Wi-Fi, Bluetooth, HDR, Inteligência Artificial ThinQ AI, Google Assistente, Alexa;3529.93;0.0;Casas Bahia;TV;4k
2338;Smart Tv 65 Polegadas Samsung UHD 4K BE65T-H Series Cinza Titan;2045.58;5.0;Casas Bahia;TV;4k
2339;"Smart TV 60"" UHD 4K Samsung 60AU7700 Processador Crystal 4K Wi-Fi Bluetooth Google Assistente 3 HDMI";3148.1;0.0;Casas Bahia;TV;4k
2340;"Smart TV Samsung 50"" Crystal UHD 4K 50AU8000 Design Slim Dynamic Crystal Color Visual Sem Cabos";4889.99;0.0;Casas Bahia;TV;4k
2342;Smart TV Philips LED 4K UHD 58” 58PUG7625/78, 3 HDMI, 2 USB, Wi-fi Integrado;2599.9;0.0;Casas Bahia;TV;4k
2349;Smart Tv Led 50 Polegadas 4k Ultra Hd Tc-50hx550b Panasonic;3199.9;0.0;Casas Bahia;TV;4k
2350;"Smart TV LED 55"" Samsung UN55AU7700GXZD 4K UHD HDR Cristal com Wi-Fi, 1 USB, 3 HDMI, Alexa Built In,Tizen, Tela sem Limites,60hz";2899.0;0.0;Casas Bahia;TV;4k
2351;"Smart TV Philips 58"" PUG7625 4K UHD P5 WI-FI Bluetooth HDR 3 HDMI 2 USB";1549.0;0.0;Casas Bahia;TV;4k
2355;Smart TV 55NANO75 55 Polegadas 4K NanoCell HDMI 2.0 LG;2991.99;0.0;Casas Bahia;TV;4k
2358;Smart TV LED 70 Polegadas 4K UHD 70UP7750PSB USB HDMI LG;6632.9;0.0;Casas Bahia;TV;4k
2359;"Smart TV Crystal 4K UN50AU7700GXZD 50"" HDR Wifi HDMI Samsung";2199.0;0.0;Casas Bahia;TV;4k
2360;Smart TV Semp 50 Polegadas 4K LED UHD com Bluetooth e Android SK8300;3899.9;0.0;Casas Bahia;TV;4k
2362;"Smart TV LG 55"" OLED UHD 4K Inteligência Artificial ThinQ Google Alexa OLED55C1PSA";3959.0;0.0;Casas Bahia;TV;4k
2363;"Smart TV Samsung Crystal UHD 4K 60"" Tela sem Limites, Visual Livre de Cabos, Alexa built in, Controle Único - 60AU7700";3111.5;1.0;Casas Bahia;TV;4k
2366;"Smart TV 50"" Ultra HD 4K Multilaser TL032 3 HDMI 2 USB Bivolt Wi-Fi";2817.99;5.0;Casas Bahia;TV;4k
2368;Smart TV 75UP8050 75 Polegadas 4K UHD WiFi Bluetooth HDR LG;1919.9;0.0;Casas Bahia;TV;4k
2370;"Smart TV LED UHD 4K 60"" LG 60UN7310 Wi-Fi Bluetooth HDR AI";5562.9;0.0;Casas Bahia;TV;4k
2372;Smart Tv 60 Polegadas 4K WiFi Tizen Crystal Uhd Samsung;5883.9;0.0;Casas Bahia;TV;4k
2373;Smart Tv 50 Polegadas 50U6305 LED 4K HDR10+ HLG Aoc;2230.9;0.0;Casas Bahia;TV;4k
2375;"Smart Tv 4k Android 65"" Philco Bivolt PH65G60DSGWAG";2626.2;0.0;Casas Bahia;TV;4k
2376;"Smart TV Samsung 75"" UHD Processador Crystal 4K 75AU7700 Tela Sem Limites Visual Livre de Cabos";4546.43;1.0;Casas Bahia;TV;4k
2378;"Smart TV LG 65"" 4K IPS NanoCell WiFi Bluetooth HDR Inteligência Artificial ThinQ AI Google Assistente Alexa IOT-65NANO86SNA";7199.9;0.0;Casas Bahia;TV;4k
2379;Smart TV 55NANO85 55 Polegadas 4K NanoCell 120Hz HDMI 2.1 LG;2189.0;0.0;Casas Bahia;TV;4k
2384;Smart TV Philco 86” 4k Sb Led Android Netflix Bivolt;3167.0;0.0;Casas Bahia;TV;4k
2385;"Smart TV QLED 4K The Sero 2020 43"" Som de 60W RMS 4.1 Canais TV Vertical Modo Retrato e Ambiente 3.0";3899.0;0.0;Casas Bahia;TV;4k
2386;Smart TV 4K Philips LED 65” 65PUG6794/78, Ultra HD, 3 HDMI, 2 USB, Wi-Fi Integrado;4376.9;0.0;Casas Bahia;TV;4k
2388;"Smart TV LG 70"" 4K UHD Bluetooth Inteligência Artificial";5999.9;0.0;Casas Bahia;TV;4k
2391;"Smart TV Samsung 85"" Neo QLED 4K 85QN85A Design Slim Mini Led Processador IA Som em Movimento";6103.9;0.0;Casas Bahia;TV;4k
2392;"Smart TV Samsung Crystal UHD TU8000 4K 82"", Borda Infinita, Visual Livre de Cabos e Wi-Fi - UN82TU8000GXZD";3634.9;2.0;Casas Bahia;TV;4k
2393;"Smart TV Samsung 65"" Crystal UHD 4K 65AU8000 Design Slim Som em Movimento Virtual Visual Sem Cabos";2879.0;0.0;Casas Bahia;TV;4k
2395;Smart TV 4K 43” LED UHD LG 43UP7500PSF HDR 1 USB 2 HDMI;4458.13;0.0;Casas Bahia;TV;4k
2397;Smart TV Samsung 55”, 4K Ultra HD QN55Q80AAGXZD, Wi-fi Integrado;1963.0;0.0;Casas Bahia;TV;4k
2400;Smart TV 4K 50” LG NanoCell UHD NANO75SPA HDR 3 HDMI 2 USB;1699.9;0.0;Casas Bahia;TV;4k
2404;"Smart TV 58"" Philco Ultra HD 4K Wi-Fi HDMI USB Quad-Core";7999.9;0.0;Casas Bahia;TV;4k
2405;Smart TV 4K 83” OLED UHD OLED83C1PSA webOS 6.0 HDR 120Hz OLED Surround 3 USB 4 HDMI;3399.9;0.0;Casas Bahia;TV;4k
2406;Smart Tv Samsung 55 Polegadas 4K Crystal UHD USB 55AU8000;6103.9;0.0;Casas Bahia;TV;4k
2409;Smart TV LED 55 4K UHD LG 55UP7550 2021 WiFi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;1999.0;0.0;Casas Bahia;TV;4k
2411;"Smart TV 55"" Ultra HD 4K Multilaser TL025 3 HDMI 2 USB Bivolt Wi-Fi";3299.9;0.0;Casas Bahia;TV;4k
2414;"Smart TV LED 4K UHD 55""LG 55UN7310 Conversor Wi-Fi HDMI USB";3743.9;0.0;Casas Bahia;TV;4k
2415;Smart TV 4K 50” LG NanoCell UHD 50NANO75SPA Wifi Bluetooth Inteligência ThinQ AI com Smart Magic Alexa HDR 3 HDMI 2 USB;1679.9;0.0;Casas Bahia;TV;4k
2416;"Smart TV LED 50"" Ultra HD 4K Semp 50SK8300 3 HDMI 2 USB";1699.0;0.0;Casas Bahia;TV;4k
2417;Smart TV 50” TCL P615 Android LED 4K UHD HDR WIFI Bluetooth 3HDMI 2USB Alexa e Google Assistant Controle com Comando de Voz;4829.9;0.0;Casas Bahia;TV;4k
2418;"Smart TV Samsung 75"" Neo QLED 4K 75QN85A Design Slim Mini Led Processador IA Som em Movimento";3299.0;0.0;Casas Bahia;TV;4k
2419;"Smart TV Led UHD 4K 50""LG 50UN7310 Conversor Wi-Fi HDMI USB";2899.99;0.0;Casas Bahia;TV;4k
2420;"Smart TV LG 60"" 4K, Ultra HD LED 60UP7750P, ThinQ AI, Wi-fi Integrado";3189.99;0.0;Casas Bahia;TV;4k
2421;"Smart TV Led Panasonic 50"" 4K Ultra HD com Comando de Voz";1952.99;0.0;Casas Bahia;TV;4k
2422;"Smart TV OLED 55"" LG OLED55CXPSA 4K HDR com Wi-Fi, 3 USB, 4 HDMI, Bluetooth, Inteligência Artificial, Smart Magic, Alexa, 120Hz";3512.9;0.0;Casas Bahia;TV;4k
3206;Smart TV 50” Crystal 4K Samsung 50AU7700;3099.0;28.0;Magazine Luiza;TV;4k
3207;Smart TV 65” Crystal 4K Samsung 65AU7700 Wi-Fi;4199.0;3.0;Magazine Luiza;TV;4k
3208;Smart TV 55” Crystal 4K Samsung 55AU7700;3299.0;2.0;Magazine Luiza;TV;4k
3209;Smart TV 60” Crystal 4K Samsung 60AU8000 Wi-Fi;3989.05;3.0;Magazine Luiza;TV;4k
3211;Smart TV 55” Crystal 4K Samsung 55AU8000;3324.05;0.0;Magazine Luiza;TV;4k
3212;Smart TV 50” UHD 4K LED TCL 50P615 VA 60Hz;2299.0;0.0;Magazine Luiza;TV;4k
3214;Smart TV 75” Crystal 4K Samsung 75AU7700 Wi-Fi;6174.05;1.0;Magazine Luiza;TV;4k
3215;Smart TV 70” Crystal 4K Samsung 70AU7700 Wi-Fi;4986.55;2.0;Magazine Luiza;TV;4k
3217;Smart TV 65” Crystal 4K Samsung 65AU8000 Wi-Fi;4464.05;0.0;Magazine Luiza;TV;4k
3219;Smart TV 43” Crystal 4K Samsung 43AU7700 Wi-Fi;2564.05;4.0;Magazine Luiza;TV;4k
3220;Smart TV 50” Crystal 4K Samsung 50AU8000;3039.05;3.0;Magazine Luiza;TV;4k
3225;Smart TV 4K 55” Philips 55PUG7625/78;3039.05;1.0;Magazine Luiza;TV;4k
3226;"Smart TV LED 43"" 4K UHD LG 43UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth";2069.1;60.0;Magazine Luiza;TV;4k
3231;"Smart TV LED 50"" 4K UHD LG 50UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth";2609.1;113.0;Magazine Luiza;TV;4k
3233;Smart TV 50” Ultra HD 4K LED LG 50UP7550PSF;2659.05;0.0;Magazine Luiza;TV;4k
3236;Smart TV 65” 4K QLED Samsung 65Q60AA;6174.05;0.0;Magazine Luiza;TV;4k
3238;Smart TV 4K 70” Philips 70PUG7625/78;5224.05;2.0;Magazine Luiza;TV;4k
3240;Smart TV 4K 65” Philips 65PUG7625/78;4844.05;0.0;Magazine Luiza;TV;4k
3242;Smart TV 55” 4K QLED Samsung 55Q60AA;3799.05;1.0;Magazine Luiza;TV;4k
3243;Smart TV 4K D-LED 58” Philips 58PUG7625/78;3514.05;5.0;Magazine Luiza;TV;4k
3245;Smart TV 4K 50” Philips 50PUG7625/78;2496.0;14.0;Magazine Luiza;TV;4k
3247;"Smart TV LED 55"" 4K UHD LG 55UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth";2879.1;133.0;Magazine Luiza;TV;4k
3250;Smart TV 65” 4K NEO QLED Mini Led Samsung 65QN85AA;9024.05;0.0;Magazine Luiza;TV;4k
3253;Smart TV 50 Crystal 4K Samsung 50AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;2899.0;0.0;Magazine Luiza;TV;4k
3254;"Smart Tv Led Crystal UHD 4K 55"" Samsung LH55BEAH Tizen Wi-Fi 3 HDMI 1 USB Bluetooth";2868.05;0.0;Magazine Luiza;TV;4k
3255;Smart TV 43” UHD 4K LED TCL 43P615 VA 60Hz;2089.05;0.0;Magazine Luiza;TV;4k
3256;"Smart TV TCL LED 4K UHD HDR 50"" Android TV com Comando por controle de Voz, Google Assistant e Wi-Fi - 50P615";2695.33;0.0;Magazine Luiza;TV;4k
3257;Smart TV 55” 4K NEO QLED Mini Led Samsung 55QN85A;5224.05;1.0;Magazine Luiza;TV;4k
3259;Smart TV 65” 4K QLED Samsung 65Q80A Wi-Fi;7314.05;0.0;Magazine Luiza;TV;4k
3261;Smart TV 50 Crystal 4K Samsung 50AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;2899.0;0.0;Magazine Luiza;TV;4k
3263;Smart TV 50 Crystal 4K Samsung 50AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;2899.0;0.0;Magazine Luiza;TV;4k
3265;"Smart TV 55"" Crystal 4K Samsung UN55AU7700GXZD Wi-Fi - Bluetooth HDR Built in 3 HDMI 1 USB";2965.65;0.0;Magazine Luiza;TV;4k
3270;Smart TV LED 50 Philco PTV50RCG70BL 4K UHD Wi-Fi 4 HDMI 2 USB Processadores Quad Core e GPU Triple Core;2299.0;0.0;Magazine Luiza;TV;4k
3272;Smart TV 4K QLED 55” TCL C715 Android;3228.1;13.0;Magazine Luiza;TV;4k
3273;Smart TV 55” 4K UHD OLED LG OLED55C1PSA;5498.6;6.0;Magazine Luiza;TV;4k
3274;Smart TV 60” 4K Crystal Samsung UN60AU7700GXZD;3999.0;0.0;Magazine Luiza;TV;4k
