nome;num_avali;avali;preco
Smart TV Samsung 43 Polegadas Full HD HDR UN43T5300AGXZD;0;0;3799.90
Smart TV LG 55 polegadas 4K UHD 55UP751C webOS ThinQ AI Comando por Voz;0;0;59999.00
Smart TV 4K 43” LED UHD LG 43UP7500PSF HDR 1 USB 2 HDMI;0;0;4458.13
"Smart TV Led HQ Screen HQSTV32NKH 32""";0;0;3199.99
Smart TV Samsung 55”, 4K Ultra HD QN55Q80AAGXZD, Wi-fi Integrado;0;0;1963.00
"Smart TV LED 39"" Philco PTV39G60S HD LCD com Wi-Fi, 1 USB, 1 HDMI, 60Hz";0;0;7189.99
"Smart TV LED 43"" LG 43LM6370PSB, FHD, Wi-Fi, Bluetooth, com 1 USB, 2 HDMI, 60Hz";0;0;2087.90
Smart TV 4K 50” LG NanoCell UHD NANO75SPA HDR 3 HDMI 2 USB;0;0;1699.90
Smart TV 43” Philco LED FHD PTV43E10N5SF Wifi Sistema Dolby Audio com Conversor Digital Integrado e Midia Cast 2 HDMI 2 USB;0;0;2929.00
"Smart TV Samsung 75"" Neo QLED 8K 75QN800A Ultrafina Mini Led Processador IA Som em Movimento Plus";0;0;1799.90
Smart Tv 43 Polegadas Aoc Led HD Roku 43s5195/78g;0;0;4699.90
"Smart TV 58"" Philco Ultra HD 4K Wi-Fi HDMI USB Quad-Core";0;0;7999.90
Smart TV 4K 83” OLED UHD OLED83C1PSA webOS 6.0 HDR 120Hz OLED Surround 3 USB 4 HDMI;0;0;3399.90
Smart Tv Samsung 55 Polegadas 4K Crystal UHD USB 55AU8000;0;0;6103.90
"Smart TV LED 40"" Semp 40S6500FS LCD Full HD com 1 USB, 2 HDMI, Android, Bluetooth, 60Hz";0;0;4179.00
Smart TV LED 32 Polegadas HD HDR ThinQ Ai LG;0;0;4618.90
Smart TV LED 55 4K UHD LG 55UP7550 2021 WiFi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;0;0;1999.00
"Smart Tv 39"" Ptv39g50s LED Philco Bivolt";0;0;18339.00
"Smart TV 32"" Panasonic TC32FS500B USB HDMI Wi-Fi";0;0;2618.10
"Smart TV 55"" Ultra HD 4K Multilaser TL025 3 HDMI 2 USB Bivolt Wi-Fi";0;0;3299.90
Smart TV Philco 32” PTV32N5SE10H D-LED Netflix Bivolt;0;0;4599.93
Smart Tv 58 Polegadas Full HD PTV58G70RCBL Roku Philco;0;0;3299.90
"Smart TV LED 65"" UHD 4K NanoCell LG 65NANO85 2021, 120Hz FreeSync 2 HDMI 2.1 Inteligência Artificial ThinQ Google Alexa";0;0;10129.99
"Smart TV LED 4K UHD 55""LG 55UN7310 Conversor Wi-Fi HDMI USB";0;0;3743.90
Smart TV 4K 50” LG NanoCell UHD 50NANO75SPA Wifi Bluetooth Inteligência ThinQ AI com Smart Magic Alexa HDR 3 HDMI 2 USB;0;0;1679.90
"Smart TV LED 50"" Ultra HD 4K Semp 50SK8300 3 HDMI 2 USB";0;0;1699.00
Smart TV 50” TCL P615 Android LED 4K UHD HDR WIFI Bluetooth 3HDMI 2USB Alexa e Google Assistant Controle com Comando de Voz;0;0;4829.90
"Smart TV Android LED 40"" Full HD TCL 40S615 com Google Assistant 2 HDMI 1 USB Wi-Fi Bluetooth";0;0;21405.99
"Smart TV Samsung 75"" Neo QLED 4K 75QN85A Design Slim Mini Led Processador IA Som em Movimento";0;0;3299.00
Smart TV Philips 43 43PFG6825/78 Full HD HDR 3 HDMI 2 USB Wifi;0;0;12189.99
"Smart TV Led UHD 4K 50""LG 50UN7310 Conversor Wi-Fi HDMI USB";0;0;2899.99
"Smart TV LG 60"" 4K, Ultra HD LED 60UP7750P, ThinQ AI, Wi-fi Integrado";0;0;3189.99
"Smart TV Led Panasonic 50"" 4K Ultra HD com Comando de Voz";0;0;1952.99
"Smart TV OLED 55"" LG OLED55CXPSA 4K HDR com Wi-Fi, 3 USB, 4 HDMI, Bluetooth, Inteligência Artificial, Smart Magic, Alexa, 120Hz";0;0;3512.90
"Smart TV Philco 55"" PTV55F62SN 4K LED";0;0;12499.00
Smart Tv 24Tl520s Lg 24``;0;0;2299.90
Smart TV AOC 32 Polegadas Roku TV LED 32S5195/78 com Wifi Integrado Roku Mobile Netflix Entradas HDMI e USB;0;0;8169.00
