nome;num_avali;avali;preco
Notebook Lenovo Ideapad Ryzen 5-3500u 20gb 1tb Ssd 15,6 Hd;0;0;7949.00
Notebook Dell Inspiron I5-1035g1 16gb 512 Ssd Tela 15,6 Hd;0;0;4799.00
Notebook Lenovo S340-15Api 15.6 Amd Ryzen 7 3700U - Azul;0;0;6049.00
Notebook Asus Tuf Gamer I7 8gb 128 Ssd 3060 6gb 15,6 Fhd;0;0;4999.00
Notebook Dell Inspiron I5-1035g1 32gb 2tb Ssd Tela 15,6 Hd;0;0;6299.00
Notebook Dell Inspiron I5-1035g1 16gb 128 Ssd Tela 15,6 Hd;0;0;5549.00
Notebook Acer A315 Core I3-1005g1 4gb 2tb Ssd Tela 15,6 Hd;0;0;3368.79
Notebook Dell Inspiron I5-1035g1 8gb 256ssd+1t Tela 15,6 Hd;0;0;4999.00
Notebook Dell Inspiron I5-1035g1 16gb 512ssd+2t Tela 15,6 Hd;0;0;5729.99
Notebook Acer A315 Core I3-1005g1 12gb 1tbssd+1tb 15,6 Hd;0;0;6299.00
Notebook Lenovo Slim 14 Amd A6-9220E Platinum Grey;0;0;4649.00
Notebook Lenovo Ideapad Core I3-10110u 8gb 1tb Ssd 15,6 Hd;0;0;4799.00
"Notebook Acer Aspire 3 A315-23-R3L9, Tela de 15.6"", AMD Ryzen 7 3700U, Windows 10, 8GB RAM, SSD 256GB, Preto";0;0;5449.00
Notebook ASUS X543UA-DM3457T, Intel Core i5 - 8250U, RAM 8 GB, SSD, 256 GB, Windows 10 Home - Cinza Escuro;0;0;3699.00
Notebook Dell Inspiron I5-1035g1 8gb 256 Ssd Tela 15,6 Hd;0;0;7134.00
Notebook Dell Inspiron I5-1035g1 4gb 256ssd+1t Tela 15,6 Hd;0;0;4499.00
Notebook Dell Inspiron I5-1035g1 16gb 128ssd+2t Tela 15,6 Hd;0;0;5049.00
Notebook Lenovo Ideapad Core I3-10110u 4gb 256 Ssd 15,6 Hd;0;0;8399.99
Notebook Acer Aspire 5 A515-55T-54Bm 15.6 I5-1035G1 - Preto;0;0;4349.00
Notebook Lenovo Ideapad Core I3-10110u 12gb 128ssd+2tb 15,6;0;0;4249.00
Notebook Lenovo Ideapad Ryzen 5-3500u 20gb 256 Ssd 15,6 Hd;0;0;4699.00
Notebook Lenovo Legion Y540 I7 2.6Ghz / 8Gb / 512Gb 15;0;0;4999.00
Notebook Lenovo Ideapad Core I3-10110u 4gb 512ssd+1tb 15,6;0;0;5099.00
Notebook Acer A315 Core I3-1005g1 8gb 128ssd+1tb 15,6 Hd;0;0;4049.00
Notebook Dell Inspiron I5-1035g1 4gb 128ssd+1t Tela 15,6 Hd;0;0;4249.00
Notebook Acer A315 Core I3-1005g1 20gb 256ssd+1tb 15,6 Hd;0;0;5699.00
Notebook Lenovo Ideapad Core I3-10110u 4gb 1tbssd+1tb 15,6;0;0;9230.96
Notebook Lenovo Ideapad Core I3-10110u 4gb 512 Ssd 15,6 Hd;0;0;5799.00
Notebook Acer A315 Core I3-1005g1 4gb 512 Ssd Tela 15,6 Hd;0;0;5949.00
Notebook Dell Inspiron I5-1035g1 8gb 512ssd+2t Tela 15,6 Hd;0;0;5199.00
Notebook Asus Ux430Un-Ih74 I7 1.8Ghz/ 16Gb/ 512Gb Mx 150 2Gb;0;0;5299.00
Notebook Dell Inspiron I5-1035g1 32gb 128 Ssd Tela 15,6 Hd;0;0;5349.00
Notebook Dell Inspiron I5-1035g1 8gb 1tb Ssd Tela 15,6 Hd;0;0;5499.00
Notebook Acer A315 Core I3-1005g1 12gb 512ssd+2tb 15,6 Hd;0;0;2199.99
