descricao;preco;avaliacao;quantidade_avaliacoes;URL
"Smart TV LED 50"" Ultra HD 4K Multilaser TL019 Conversor Digital 3 HDMI 2 USB";2243.15;2;3;https://www.magazineluiza.com.br/smart-tv-led-50-ultra-hd-4k-multilaser-tl019-conversor-digital-3-hdmi-2-usb/p/dh9h9b7f3k/et/elit/
Smart TV UHD D-LED 50” Philco PTV50G71AGBLS;2496.0;4;3;https://www.magazineluiza.com.br/smart-tv-uhd-d-led-50-philco-ptv50g71agbls-android-wi-fi-inteligencia-artificial-4-hdmi-2usb/p/226439100/et/tves/
"Smart TV LED 40"" Full HD Panasonic TC-40FS500B 2 HDMI 2 USB WiFi";1709.1;4;52;https://www.magazineluiza.com.br/smart-tv-led-40-full-hd-panasonic-tc-40fs500b-2-hdmi-2-usb-wifi/p/hgj99gfkj8/et/elit/
"Smart TV LED 32"" AOC ROKU S5195/78G, HD HDMI USB e Wi-Fi Integrado";1349.91;5;0;https://www.magazineluiza.com.br/smart-tv-led-32-aoc-roku-s5195-78g-hd-hdmi-usb-e-wi-fi-integrado/p/eg8a36bk96/et/elit/
"Samsung Smart TV Tizen HD T4300, 2020, HDR 32""";1779.0;4;8;https://www.magazineluiza.com.br/samsung-smart-tv-tizen-hd-t4300-2020-hdr-32/p/ce34479be7/et/tves/
"Smart TV LED 32"" AOC 32S5195/78G com Wi-Fi, 1 USB, 3 HDMI, com Botão Netflix/Youtube e 60Hz";1329.05;4;9;https://www.magazineluiza.com.br/smart-tv-led-32-aoc-32s5195-78g-com-wi-fi-1-usb-3-hdmi-com-botao-netflix-youtube-e-60hz/p/ahf9ef9d6h/et/elit/
Smart TV 55” 4K QLED Samsung 55Q80A Wi-Fi;3989.05;5;0;https://www.magazineluiza.com.br/smart-tv-55-4k-qled-samsung-55q80a-wi-fi-som-em-movimento-processador-ia-hdr/p/193443300/et/tvql/
"Smart TV LED 32"" TCL 32S615 HD com Wi-Fi, 1 USB, 2 HDMI,Bluetooth, Android, controle de Voz, 60Hz";1424.05;5;0;https://www.magazineluiza.com.br/smart-tv-led-32-tcl-32s615-hd-com-wi-fi-1-usb-2-hdmi-bluetooth-android-controle-de-voz-60hz-semp-tcl/p/feg876c162/et/tves/
Smart TV Philips 43'' PHG682578 HD sem Bordas HDR Plus 3 HDMI 2 USB Wifi Miracast Preta;2087.05;5;0;https://www.magazineluiza.com.br/smart-tv-philips-43-phg682578-hd-sem-bordas-hdr-plus-3-hdmi-2-usb-wifi-miracast-preta/p/ejh4a088e2/et/elit/
"Smart TV LED 58"" HQ HQSTV58NY Ultra HD 4K Netflix Youtube 2 HDMI 2 USB Wi-Fi";2749.0;2;3;https://www.magazineluiza.com.br/smart-tv-led-58-hq-hqstv58ny-ultra-hd-4k-netflix-youtube-2-hdmi-2-usb-wi-fi/p/fkd20ecef6/et/elit/
Smart TV 4K HQLED 65” JVC LT-65MB708 Android;4274.05;3;12;https://www.magazineluiza.com.br/smart-tv-4k-hqled-65-jvc-lt-65mb708-android-wi-fi-bluetooth-hdr-4-hdmi-3-usb/p/193437600/et/elit/
"Smart TV LED 40"" Full HD Philco PTV40G60SNBL com Midiacast 3 HDMI 2 USB";1709.1;4;6;https://www.magazineluiza.com.br/smart-tv-led-40-full-hd-philco-ptv40g60snbl-com-midiacast-3-hdmi-2-usb/p/hc99afc2k7/et/tves/
Smart TV LED 40 Samsung T5300, 2 HDMI, 1 USB, Wi-Fi Integrado;1899.0;5;0;https://www.magazineluiza.com.br/smart-tv-led-40-samsung-t5300-2-hdmi-1-usb-wi-fi-integrado/p/kkh9edfd2j/et/elit/
TV 50 Polegadas AOC LED Smart 4k WI-FI USB HDMI 50u6305;2549.13;5;0;https://www.magazineluiza.com.br/tv-50-polegadas-aoc-led-smart-4k-wi-fi-usb-hdmi-50u6305-aoc-linha-marrom/p/ea038kgb67/et/tv4k/
"Smart TV LED 43"" Full HD Philco PTV43E10N5SF com Midiacast 2 HDMI 2 USB";1781.1;5;1;https://www.magazineluiza.com.br/smart-tv-led-43-full-hd-philco-ptv43e10n5sf-com-midiacast-2-hdmi-2-usb/p/feah486k7j/et/elit/
Smart TV Philco 40” PTV40G71AGBL LED Android;1899.9;5;0;https://www.magazineluiza.com.br/smart-tv-philco-40-ptv40g71agbl-led-android/p/fhjbeg0g1k/et/elit/
Smart TV LG LED 43 Polegadas Full HD WiFi WebOS Quad Core AI ThinQ 43LM6370PSB;1970.67;5;0;https://www.magazineluiza.com.br/smart-tv-lg-led-43-polegadas-full-hd-wifi-webos-quad-core-ai-thinq-43lm6370psb/p/gekf9h3227/et/elit/
Smart TV 55” 4K QLED Samsung The Frame 55LS03A;4084.05;5;0;https://www.magazineluiza.com.br/smart-tv-55-4k-qled-samsung-the-frame-55ls03a-wi-fi-bluetooth-hdr-4-hdmi-2-usb-unica-conexao/p/193443700/et/tvql/
"Smart Tv Led Crystal UHD 50"" Samsung LH50BEAHVGGXZD";2591.65;5;0;https://www.magazineluiza.com.br/smart-tv-led-crystal-uhd-50-samsung-lh50beahvggxzd/p/ddbh898b74/et/elit/
"Smart TV OLED 4K 55"" com Inteligência Artificial ThinQ Google Alexa e Wi-Fi - OLED55C1";5214.0;5;0;https://www.magazineluiza.com.br/smart-tv-oled-4k-55-com-inteligencia-artificial-thinq-google-alexa-e-wi-fi-oled55c1-lg/p/kd520f0b2f/et/tves/
"Smart TV LED 43"" AOC 43S5195/78G com Wi-Fi, 1 USB, 3 HDMI, com Botão Netflix/Youtube e 60Hz";1899.05;4;14;https://www.magazineluiza.com.br/smart-tv-led-43-aoc-43s5195-78g-com-wi-fi-1-usb-3-hdmi-com-botao-netflix-youtube-e-60hz/p/bad1a12c9g/et/elit/
"Smart TV Samsung QLED 4K 50Q60A Design Slim Modo Game Som em Movimento Virtual Visual Sem Cabos 50""";3869.0;5;2;https://www.magazineluiza.com.br/smart-tv-samsung-qled-4k-50q60a-design-slim-modo-game-som-em-movimento-virtual-visual-sem-cabos-50/p/jkj1b6j9je/et/tvql/
"Smart TV 50"" Ultra HD 4K Multilaser TL032 3 HDMI 2 USB Bivolt Wi-Fi";2249.1;5;0;https://www.magazineluiza.com.br/smart-tv-50-ultra-hd-4k-multilaser-tl032-3-hdmi-2-usb-bivolt-wi-fi/p/bk9d64ke1j/et/elit/
Smart TV AOC 43 42S5195 78G Roku LED Full HD;2045.48;5;1;https://www.magazineluiza.com.br/smart-tv-aoc-43-42s5195-78g-roku-led-full-hd/p/kd0hhc682h/et/tves/
Smart TV UHD D-LED 86” PTV86P50AGSG Android;15722.41;5;0;https://www.magazineluiza.com.br/smart-tv-uhd-d-led-86-ptv86p50agsg-android-wi-fi-bluetooth-hdr-4-hdmi-2-usb/p/228069400/et/elit/
"Smart TV TCL LED Ultra HD 4K 55"" Android TV com Google Assistant, Borda Ultrafina e Wi-Fi - 55P715";3091.23;5;6;https://www.magazineluiza.com.br/smart-tv-tcl-led-ultra-hd-4k-55-android-tv-com-google-assistant-borda-ultrafina-e-wi-fi-55p715/p/fjk7eeek3h/et/tves/
Smart TV 55” 4K UHD Nanocell LG 55NANO80SPA;4939.05;5;0;https://www.magazineluiza.com.br/smart-tv-55-4k-uhd-nanocell-lg-55nano80spa-60hz-wi-fi-e-bluetooth-alexa-4-hdmi-2-usb/p/228863000/et/tves/
