descricao;preco;avaliacao;quantidade_avaliacoes;URL
Geladeira Continental Frost Free Branco 370 Litros TC41 127V;2109.9;5;7;https://www.magazineluiza.com.br/geladeira-continental-frost-free-branco-370-litros-tc41-127v/p/dhf7gff1ed/ed/refr/
Geladeira/Refrigerador Smart LG Side by Side;17669.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-smart-lg-side-by-side-inverter-601l-instaview-door-in-door-gc-x247csb1/p/224307000/ed/grsb/
Geladeira / Refrigerador Brastemp 375 Litros 2 Portas Frost Free BRM44HB;2459.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-375-litros-2-portas-frost-free-brm44hb/p/ahf5gdf9h8/ed/refr/
Refrigerador Brastemp Side Inverse 3Portas 540L FF Inox 127V;6199.0;3;2;https://www.magazineluiza.com.br/refrigerador-brastemp-side-inverse-3portas-540l-ff-inox-127v/p/gkha9h51c1/ed/refr/
Geladeira/Refrigerador Electrolux Automático Inox;5129.05;4;1;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-automatico-inox-duplex-454l-painel-blue-touch-ib53x/p/218039900/ed/refr/
Geladeira Inverse Electrolux 454 Litros Frost Free Branca DB53  110V;3517.73;5;0;https://www.magazineluiza.com.br/geladeira-inverse-electrolux-454-litros-frost-free-branca-db53-110v/p/ebk7jdaek0/ed/rinv/
Geladeira/Refrigerador Samsung Frost Free;3324.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-samsung-frost-free-duplex-branco-385l-rt38k5a0kww-fz/p/227162800/ed/ref2/
Geladeira Brastemp Frost Free Duplex 500 litros cor Inox com Turbo Control - BRM57AK;5571.0;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-duplex-500-litros-cor-inox-com-turbo-control-brm57ak/p/7448156/ed/refr/
Geladeira Frost Free Midea MD-RT453FGA041 425L Inox 110V;2951.1;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-midea-md-rt453fga041-425l-inox-110v/p/bfh6j6c4h3/ed/refr/
Geladeira panasonic bb53 branca 425l 127v;3199.45;5;0;https://www.magazineluiza.com.br/geladeira-panasonic-bb53-branca-425l-127v/p/egd5ek6078/ed/rinv/
Geladeira Consul CRB39AB Frost Free 342L;1999.0;5;2;https://www.magazineluiza.com.br/geladeira-consul-crb39ab-frost-free-342l/p/gba5ddk445/ed/refr/
Geladeira/Refrigerador Frost Free Inox 371L Electrolux (DFX41);2882.07;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-inox-371l-electrolux-dfx41/p/6993545/ed/refr/
Geladeira Refrigerador Frost Free BRM56AK 462 Litros 2 Portas Brastemp;3999.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-brm56ak-462-litros-2-portas-brastemp/p/gd25e525fc/ed/refr/
Geladeira/Refrigerador Midea Tipo Frost Free;3149.1;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-midea-tipo-frost-free-duplex-425l-rt4531/p/013091600/ed/refr/
Refrigerador Esmaltec 276 Litros RCD34 Duplex - Branco;1975.05;5;2;https://www.magazineluiza.com.br/refrigerador-esmaltec-276-litros-rcd34-duplex-branco/p/bh1j96418a/ed/refr/
Geladeira Brastemp Frost Free com Freeze Control  BRM54HB 400L;2969.91;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-com-freeze-control-brm54hb-400l/p/dd9gde07k7/ed/refr/
Geladeira Consul CRM39AB Frost Free Duplex 340L;2184.05;4;1;https://www.magazineluiza.com.br/geladeira-consul-crm39ab-frost-free-duplex-340l/p/eh736jcg77/ed/refr/
Geladeira panasonic 2 portas bt50 aço escovado 435l - 127v;3222.0;5;10;https://www.magazineluiza.com.br/geladeira-panasonic-2-portas-bt50-aco-escovado-435l-127v/p/bfgdd3dj2f/ed/refr/
Geladeira / Refrigerador Consul 342 Litros 1 Porta Frost Free Classe A CRB39;1728.87;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-342-litros-1-porta-frost-free-classe-a-crb39/p/7690251/ed/refr/
Geladeira Frost Free Continental TC41S 370 Litros Duplex;2499.0;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-continental-tc41s-370-litros-duplex/p/hgj8ad1bd9/ed/refr/
Geladeira Consul CRM39AB Frost Free Duplex 340L;2699.91;5;5;https://www.magazineluiza.com.br/geladeira-consul-crm39ab-frost-free-duplex-340l/p/ed9249cb1j/ed/refr/
Geladeira/Refrigerador Samsung Frost Free;18714.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-samsung-frost-free-french-door-501l-rf22r/p/226176700/ed/grfd/
Geladeira Refrigerador Esmaltec 276 Litros 2 Portas Cycle Defrost Classe A - RCD34;1889.55;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-esmaltec-276-litros-2-portas-cycle-defrost-classe-a-rcd34/p/5094318/ed/refr/
Geladeira/Refrigerador Smart LG French Door;12102.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-smart-lg-french-door-inverter-428l-nature-fresh-e-lg-thinq-gc-l228ftlk/p/224944100/ed/grfd/
Geladeira/Refrigerador Electrolux Cycle Defrost;3704.05;4;21;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-cycle-defrost-duplex-475l-dc51-branco/p/201087900/ed/ref2/
Geladeira Panasonic Frost Free 435 Litros BT50;3059.91;5;3;https://www.magazineluiza.com.br/geladeira-panasonic-frost-free-435-litros-bt50/p/cj39hjkkaj/ed/refr/
Geladeira Frost Free Electrolux 454 Litros Inverse Branca (DB53);3533.07;3;3;https://www.magazineluiza.com.br/geladeira-frost-free-electrolux-454-litros-inverse-branca-db53/p/7273452/ed/rinv/
Geladeira Frost Free Multi Door 579 L Electrolux DM84X 110v;5439.92;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-multi-door-579-l-electrolux-dm84x-110v/p/afe32fac95/ed/grfd/
Geladeira Samsung Evolution RT38 Inverter Duplex 385 Litros Frost Free;3699.0;5;0;https://www.magazineluiza.com.br/geladeira-samsung-evolution-rt38-inverter-duplex-385-litros-frost-free/p/ek973g942j/ed/refr/
Geladeira/Refrigerador Panasonic Frost Free 2 Portas NR-BB71GVFB 480 Litros Preto;4939.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-frost-free-2-portas-nr-bb71gvfb-480-litros-preto/p/dag98dehc5/ed/refr/
Geladeira/Refrigerador Brastemp Frost Free Duplex;4274.05;4;12;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-duplex-branca-478l-brm59-ab/p/218179100/ed/refr/
Geladeira/Refrigerador Brastemp Frost Free Inverse;25269.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-inverse-543l-bro90ak/p/227306800/ed/rinv/
Geladeira 2 Portas Frost Free 431 Litros TF55 Electrolux;3182.41;3;7;https://www.magazineluiza.com.br/geladeira-2-portas-frost-free-431-litros-tf55-electrolux/p/ab5k3a7g6c/ed/refr/
Geladeira Frost Free Philco 482L 4 Portas PRF500I French Door Inverse 220V;4499.0;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-philco-482l-4-portas-prf500i-french-door-inverse-220v/p/khfahj7gdc/ed/grfd/
Geladeira Top Freezer Inverter Electrolux 431 Litros Frost Free Branco IF55 - 110V;3104.84;5;0;https://www.magazineluiza.com.br/geladeira-top-freezer-inverter-electrolux-431-litros-frost-free-branco-if55-110v/p/kjb9ebefjh/ed/refr/
Geladeira/Refrigerador Continental;3609.05;4;1;https://www.magazineluiza.com.br/geladeira-refrigerador-continental-frost-free-duplex-prata-472l-tc56s/p/013090800/ed/refr/
Geladeira/Refrigerador Brastemp Frost Free Inverse;5082.41;4;11;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-inverse-branca-460l-bre59-ab/p/218179700/ed/refr/
Geladeira Brastemp Frost Free Inverse - 443L BRE57AK 110V;4274.1;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-inverse-443l-bre57ak-110v/p/efdahga946/ed/rinv/
Geladeira/Refrigerador Smart LG Side by Side;12207.41;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-smart-lg-side-by-side-inverter-601l-door-in-door-e-lg-thinq-gs65sdn1/p/219007100/ed/grsb/
Geladeira/Refrigerador Esmaltec Degelo Manual - 1 Porta Branco 245L ROC31;1487.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-esmaltec-degelo-manual-1-porta-branco-245l-roc31/p/gbj65dgg7d/ed/refr/
Geladeira/Refrigerador Cosul 415 Litros CRD46 2 Portas Defrost Branco - Consul;2771.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-cosul-415-litros-crd46-2-portas-defrost-branco-consul/p/gh26b04225/ed/refr/
Geladeira Frost Free Consul CRE44AK 397 Litros Duplex Evox 110V;3356.1;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-consul-cre44ak-397-litros-duplex-evox-110v/p/ach1ddf2e3/ed/rinv/
Geladeira Consul Frost Free Duplex 450 Litros Com Espaço Flex Inox;3498.0;5;0;https://www.magazineluiza.com.br/geladeira-consul-frost-free-duplex-450-litros-com-espaco-flex-inox/p/bf11dec0be/ed/refr/
Geladeira/Refrigerador Frost Free 371 Litros Electrolux DFN41 Branca 127V;3273.32;4;2;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-371-litros-electrolux-dfn41-branca-127v/p/cd2235kh4f/ed/refr/
Geladeira Panasonic Frost Free Inverter 2 Portas BT55 483 Litros Aço Escovado 110V;3131.1;5;0;https://www.magazineluiza.com.br/geladeira-panasonic-frost-free-inverter-2-portas-bt55-483-litros-aco-escovado-110v/p/gbjh032064/ed/refr/
Geladeira Consul 261l Degelo Seco Cra30f Branca 110v;1459.0;5;0;https://www.magazineluiza.com.br/geladeira-consul-261l-degelo-seco-cra30f-branca-110v/p/aa8j14bb6f/ed/refr/
Geladeira Continetal Automática Frost Free 2 Portas TC41 370 Litros;2359.0;5;0;https://www.magazineluiza.com.br/geladeira-continetal-automatica-frost-free-2-portas-tc41-370-litros-continental/p/jc4d4b988b/ed/refr/
Geladeira / Refrigerador Frost Free Duplex Consul CRM43NK, 386 Litros;3048.43;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-duplex-consul-crm43nk-386-litros/p/ge8936276k/ed/refr/
Refrigerador/geladeira duplex crm39 abbna branca 340l frost free consul;2564.05;5;0;https://www.magazineluiza.com.br/refrigerador-geladeira-duplex-crm39-abbna-branca-340l-frost-free-consul/p/aj06k8g0b0/ed/refr/
Geladeira Refrigerador Panasonic Frost Free 483 Litros BT55;3779.91;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-frost-free-483-litros-bt55/p/kjg85bbde4/ed/refr/
Geladeira/Refrigerador Frost Free 310 Litros Electrolux TF39S Platinum 220V;2951.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-310-litros-electrolux-tf39s-platinum-220v/p/hbch7ek601/ed/refr/
Geladeira Consul CRE44AB Frost Free 2 Portas 397L;3599.91;5;1;https://www.magazineluiza.com.br/geladeira-consul-cre44ab-frost-free-2-portas-397l/p/bjf94bb3a6/ed/rinv/
Geladeira/Refrigerador Smart LG Bottom Freezer;6269.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-smart-lg-bottom-freezer-inverter-451l-com-lg-thinq-gc-b659bsb-inox/p/224986100/ed/refr/
Geladeira Frost Free Duplex Inverter Panasonic 483L BT55;3419.91;5;2;https://www.magazineluiza.com.br/geladeira-frost-free-duplex-inverter-panasonic-483l-bt55/p/kb73a54hje/ed/ref2/
Geladeira Frost Free Philco 482l 4 Portas Prf500i French Door Inverse 127v;4499.0;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-philco-482l-4-portas-prf500i-french-door-inverse-127v/p/egg68dkg53/ed/grfd/
Refrigerador Geladeira Brastemp Frost Free Duplex BRM54 400 litros Classe A;3599.91;5;2;https://www.magazineluiza.com.br/refrigerador-geladeira-brastemp-frost-free-duplex-brm54-400-litros-classe-a/p/ba9kjcac95/ed/ref2/
Geladeira Refrigerador Consul CRA30 Degelo Seco 261 Litros;1785.1;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-cra30-degelo-seco-261-litros/p/dbfcc75a0h/ed/refr/
Geladeira Panasonic 2 Portas Frost Free 387L BT40BD1W;2629.9;5;2;https://www.magazineluiza.com.br/geladeira-panasonic-2-portas-frost-free-387l-bt40bd1w/p/be5ea87gdf/ed/refr/
Geladeira Consul CRM56HB Frost Free 450L;3599.91;5;0;https://www.magazineluiza.com.br/geladeira-consul-crm56hb-frost-free-450l/p/ah1h28c795/ed/refr/
Geladeira Consul Frost Free Duplex 397 Litros CRE44 CRE44AKBNA;3888.65;5;3;https://www.magazineluiza.com.br/geladeira-consul-frost-free-duplex-397-litros-cre44-cre44akbna/p/ed17he84j1/ed/rinv/
Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost;1979.1;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-dc35a-branca-260l-cycle-defrost/p/bj1899f8f9/ed/refr/
Geladeira/Refrigerador Frost Free Duplex Prata 394 Litros (TC44S) - 127V;2488.72;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-duplex-prata-394-litros-tc44s-127v-continental/p/gg49dh9b09/ed/refr/
Geladeira/Refrigerador Electrolux Frost Free Inox - 598L DB84X;5393.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-frost-free-inox-598l-db84x/p/ak9dd7c1h7/ed/refr/
Geladeira Brastemp Frost Free Duplex 375L Inox BRM44HK Evox 110V;2609.1;5;2;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-duplex-375l-inox-brm44hk-evox-110v/p/gcg0fff2gg/ed/refr/
Geladeira/Refrigerador Frost Free 400L Brastemp BRM54HK Inox 127V;3747.56;4;8;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-400l-brastemp-brm54hk-inox-127v/p/kjdh73c4gj/ed/refr/
Geladeira/Refrigerador Brastemp Frost Free 540,6L - Ative! BRO80 AEBNA Preto;6974.1;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-5406l-ative-bro80-aebna-preto/p/bk868cch6h/ed/refr/
Geladeira Refrigerador Consul 334 Litros Biplex - CRD37EB;1899.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-334-litros-biplex-crd37eb/p/dcfkjhb504/ed/refr/
Geladeira Electrolux Frost Free 2 Portas DF56S 474 Litros Platinum 110V;3761.1;5;0;https://www.magazineluiza.com.br/geladeira-electrolux-frost-free-2-portas-df56s-474-litros-platinum-110v/p/ab1928gd50/ed/refr/
Geladeira Refrigerador Electrolux 240 Litros 1 Porta Classe A - RE31;1709.91;2;2;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-240-litros-1-porta-classe-a-re31/p/jff3hhae28/ed/refr/
Geladeira/Refrigerador Consul Frost Free 1 Porta CRB39A 342 Litros Branco 220V;1804.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-frost-free-1-porta-crb39a-342-litros-branco-220v/p/5006600/ed/refr/
Geladeira Samsung Side by Side Frost Free 501L RS50N3413S8 Cor Inox Look;8364.9;5;0;https://www.magazineluiza.com.br/geladeira-samsung-side-by-side-frost-free-501l-rs50n3413s8-cor-inox-look/p/bf23g4g6kh/ed/grsb/
Geladeira/Refrigerador Philco Frost Free;5099.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-philco-frost-free-side-by-side-434l-prf533i/p/227761100/ed/refr/
Geladeira Frost Free Philco 482L 4 Portas PRF500I French Door Inverse 220V;4499.0;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-philco-482l-4-portas-prf500i-french-door-inverse-220v/p/af83608kdh/ed/grfd/
Refrigerador/geladeira bb53 pv3xb aço escovado bottom freezer duplex f.f com 425 litros - panasonic;3988.1;5;0;https://www.magazineluiza.com.br/refrigerador-geladeira-bb53-pv3xb-aco-escovado-bottom-freezer-duplex-f-f-com-425-litros-panasonic/p/jed35889g5/ed/refr/
Geladeira Brastemp Frost Free Duplex Branca 400L BRM54 110V;2789.1;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-duplex-branca-400l-brm54-110v/p/kdf4ka1bd4/ed/refr/
Geladeira/Refrigerador Cycle Defrost 260L Branco (DC35A);2039.0;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-cycle-defrost-260l-branco-dc35a-electrolux/p/7118904/ed/refr/
Geladeira  Refrigerador Brastemp Frost Free Inverse 2 Portas 573 Litros Smart Bar BRE80ABANA;5291.67;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-inverse-2-portas-573-litros-smart-bar-bre80abana/p/cg140b76f6/ed/rinv/
Geladeira Refrigerador Consul CRA30 Degelo Seco 261 Litros;1529.1;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-cra30-degelo-seco-261-litros/p/bbcab5b4cg/ed/refr/
Geladeira Brastemp Frost Free 443 Litros BRE57AB Inverse Branca 110V;3509.1;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-frost-free-443-litros-bre57ab-inverse-branca-110v/p/dbb216gg01/ed/rinv/
Refrigerador Geladeira Brastemp Frost Free Duplex BRM54 400 litros Classe A;3419.91;5;0;https://www.magazineluiza.com.br/refrigerador-geladeira-brastemp-frost-free-duplex-brm54-400-litros-classe-a/p/jf5293jbek/ed/ref2/
Geladeira / Refrigerador Electrolux 260 Litros Defrost 2 Portas Classe A DC35A;2039.49;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-260-litros-defrost-2-portas-classe-a-dc35a/p/5810147/ed/refr/
Geladeira/Refrigerador Smart Side by Side ThinQ 601 Litros LG GC-L247SLUV Aço Escovado 127V;10494.86;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-smart-side-by-side-thinq-601-litros-lg-gc-l247sluv-aco-escovado-127v/p/eg8558db64/ed/grsb/
Geladeira Refrigerador Brastemp Duplex Frost Free 462 Litros BRM56AB;3499.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-duplex-frost-free-462-litros-brm56ab/p/fk4gcb79fk/ed/refr/
Geladeira Philco Frost Free Multi Door 4 Portas PFR500I 482 Litros;5099.0;4;2;https://www.magazineluiza.com.br/geladeira-philco-frost-free-multi-door-4-portas-pfr500i-482-litros/p/ejcj56611h/ed/grfd/
Geladeira / Refrigerador Esmaltec 1 Porta 245 Litros Classe A ROC31;1604.55;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-esmaltec-1-porta-245-litros-classe-a-roc31/p/fa90bb220c/ed/refr/
Geladeira Consul CRM56HK Frost Free 450L;3504.6;5;0;https://www.magazineluiza.com.br/geladeira-consul-crm56hk-frost-free-450l/p/ac8e19agg3/ed/refr/
Geladeira / Refrigerador 425 Litros Panasonic 2 Portas Frost Free Inverse NR-BB53PV3XB;4371.84;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-425-litros-panasonic-2-portas-frost-free-inverse-nr-bb53pv3xb/p/kk1j2341b9/ed/rinv/
Geladeira Samsung Evolution RT38 com POWERvolt Inverter Duplex 385L Inox Look;3894.0;5;0;https://www.magazineluiza.com.br/geladeira-samsung-evolution-rt38-com-powervolt-inverter-duplex-385l-inox-look/p/kajjg0k58f/ed/ref2/
Geladeira Electrolux DB53 Frost Free Bottom 2 Portas 454L;3599.91;5;0;https://www.magazineluiza.com.br/geladeira-electrolux-db53-frost-free-bottom-2-portas-454l/p/akk83hcka3/ed/rinv/
Geladeira/Refrigerador Consul Frost Free 1 Porta CRB39A 342 Litros Branco;1804.05;3;4;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-frost-free-1-porta-crb39a-342-litros-branco/p/gcfd008d7b/ed/refr/
Refrigerador 397 Litros Consul 2 Portas Frost Free Inverse Cre44abana;3556.32;5;3;https://www.magazineluiza.com.br/refrigerador-397-litros-consul-2-portas-frost-free-inverse-cre44abana/p/eh9b6d1efg/ed/rinv/
Geladeira Consul 2 Portas 334 Litros CRD37EB;2199.9;5;3;https://www.magazineluiza.com.br/geladeira-consul-2-portas-334-litros-crd37eb/p/bg72gh53gb/ed/refr/
Geladeira/Refrigerador Frost Free Electrolux Inox 553L Infinity (DF82X);4370.07;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-electrolux-inox-553l-infinity-df82x/p/6856261/ed/refr/
Geladeira/Refrigerador Esmaltec 276 Litros, RCD34, Cycle Defrost, 2 Portas, Preto;1994.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-esmaltec-276-litros-rcd34-cycle-defrost-2-portas-preto/p/6666959/ed/refr/
Geladeira Refrigerador Panasonic 425 Litros 2 Portas;3869.91;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-425-litros-2-portas/p/kc2j7dkd0j/ed/rinv/
Geladeira/Refrigerador Esmaltec 1 Porta Cycle Defrost ROC 31 245 Litros Branco;1614.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-esmaltec-1-porta-cycle-defrost-roc-31-245-litros-branco/p/gc1cch6g04/ed/refr/
Geladeira BRO80AK Brastemp Frost Free Side Inverse 540L Platinum;7317.05;5;0;https://www.magazineluiza.com.br/geladeira-bro80ak-brastemp-frost-free-side-inverse-540l-platinum/p/aj027c1jak/ed/rinv/
Geladeira/Refrigerador Panasonic Frost Free 2 Portas NR-BB71PVFX 480 Litros Tecnologia Inverter Aço Escovado;4369.05;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-frost-free-2-portas-nr-bb71pvfx-480-litros-tecnologia-inverter-aco-escovado/p/ce887a36f0/ed/refr/
Geladeira Refrigerador Panasonic 483 Litros Frost Free Duplex NR-BT55PV2;4285.35;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-483-litros-frost-free-duplex-nr-bt55pv2/p/hdbee69c28/ed/refr/
Geladeira Brastemp Inverse Frost Free 443L 2 Portas BRE57AB Branco;4199.0;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-inverse-frost-free-443l-2-portas-bre57ab-branco/p/jjdbfb7hh0/ed/rinv/
Geladeira Refrigerador Consul Cycle Defrost Duplex 2 Portas 334 Litros CRD37;2349.1;4;6;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-cycle-defrost-duplex-2-portas-334-litros-crd37/p/kbk1bdh4kh/ed/refr/
Geladeira Brastemp Inverse Frost Free 443L 2 Portas BRE57AB Branco;4199.0;5;0;https://www.magazineluiza.com.br/geladeira-brastemp-inverse-frost-free-443l-2-portas-bre57ab-branco/p/jjdbfb7hh0/ed/rinv/
Geladeira Refrigerador Consul Cycle Defrost Duplex 2 Portas 334 Litros CRD37;2349.1;4;6;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-cycle-defrost-duplex-2-portas-334-litros-crd37/p/kbk1bdh4kh/ed/refr/
Geladeira Refrigerador Panasonic 435L Frost Free Duplex NR-BT50BD3X;3232.3;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-435l-frost-free-duplex-nr-bt50bd3x/p/ccfbh9fg09/ed/refr/
Refrigerador Geladeira Electrolux 371 Litros 2 Portas Frost Free DFN41;2867.89;5;1;https://www.magazineluiza.com.br/refrigerador-geladeira-electrolux-371-litros-2-portas-frost-free-dfn41/p/6332742/ed/refr/
Geladeira/Refrigerador Frost Free 375L Brastemp BRM45HB Branca 127V;3471.77;4;29;https://www.magazineluiza.com.br/geladeira-refrigerador-frost-free-375l-brastemp-brm45hb-branca-127v/p/ej7f8h96kh/ed/refr/
Geladeira/Refrigerador Electrolux 431L Duplex Frost Free Tf55;4359.55;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-431l-duplex-frost-free-tf55/p/khe0efac6j/ed/refr/
Geladeira Continental Frost Free Branca 370L TC41;2649.0;5;0;https://www.magazineluiza.com.br/geladeira-continental-frost-free-branca-370l-tc41/p/aa0k6k7519/ed/refr/
Geladeira Frost Free Brastemp Inverse 419L Inox BRY59BK;6299.0;5;0;https://www.magazineluiza.com.br/geladeira-frost-free-brastemp-inverse-419l-inox-bry59bk/p/hj51jh6a64/ed/rinv/
Geladeira Refrigerador Brastemp Frost Free BRM45HB Duplex 375 Litros;3149.91;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-brm45hb-duplex-375-litros/p/aa092f2002/ed/refr/
Geladeira/Refrigerador Electrolux Frost Free Inox;6079.05;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-frost-free-inox-598l-db84x/p/219057400/ed/refr/
Geladeira Panasonic Frost Free Branco Porta de Vidro 425L NR-BB53GV3WB;4549.0;3;1;https://www.magazineluiza.com.br/geladeira-panasonic-frost-free-branco-porta-de-vidro-425l-nr-bb53gv3wb/p/aa057a5e26/ed/rinv/
Geladeira/Refrigerador 240L Branca RE31 Cycle Defrost 110v - Electrolux;1935.0;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-240l-branca-re31-cycle-defrost-110v-electrolux/p/ke80k01d94/ed/refr/
Geladeira Consul 410L CRM50HKANA Frost Free Duplex com Espaço Flex - Inox;3167.25;5;0;https://www.magazineluiza.com.br/geladeira-consul-410l-crm50hkana-frost-free-duplex-com-espaco-flex-inox/p/kga4ab15ha/ed/refr/
Geladeira Philco Frost Free 2 Portas Side By Side 520L 110V;8910.0;5;0;https://www.magazineluiza.com.br/geladeira-philco-frost-free-2-portas-side-by-side-520l-110v/p/jf7ce8g289/ed/grsb/
Geladeira Refrigerador Duplex DFX41 Degelo Automático 371 Litros Electrolux;2799.0;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-duplex-dfx41-degelo-automatico-371-litros-electrolux/p/dg697g3d83/ed/refr/
Geladeira Refrigerador Consul Degelo Seco 261 Litros CRA30;1804.05;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-degelo-seco-261-litros-cra30/p/fg9g7ga3g6/ed/refr/
Geladeira Refrigerador Electrolux 454 Litros 2 Portas Frost Free Inverse DB53;5054.46;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-electrolux-454-litros-2-portas-frost-free-inverse-db53/p/6803377/ed/rinv/
Geladeira Refrigerador Consul 334 Litros 2 Portas Classe A CRD37E;2141.79;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-consul-334-litros-2-portas-classe-a-crd37e/p/5824407/ed/refr/
Geladeira Refrigerador Panasonic 425 Litros 2 Portas;3869.91;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-425-litros-2-portas/p/agkdk45e9d/ed/rinv/
Geladeira / Refrigerador Brastemp Frost Free Inverse 2 Portas 573 Litros com Smart Bar BRE80AKANA;5942.33;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-brastemp-frost-free-inverse-2-portas-573-litros-com-smart-bar-bre80akana/p/ebeg39k893/ed/rinv/
Geladeira Refrigerador Panasonic 483 Litros Frost Free Duplex NR-BT55PV2W;4086.33;5;0;https://www.magazineluiza.com.br/geladeira-refrigerador-panasonic-483-litros-frost-free-duplex-nr-bt55pv2w/p/cbbj6kc8h2/ed/refr/
Geladeira/Refrigerador Top Freezer 474L Branco (DF56);3999.0;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-top-freezer-474l-branco-df56-electrolux/p/cg7k20e5cj/ed/refr/
Geladeira Refrigerador 3 Portas Electrolux Frost Free 579 Litros DM84X;6749.91;5;1;https://www.magazineluiza.com.br/geladeira-refrigerador-3-portas-electrolux-frost-free-579-litros-dm84x/p/akfjb13dd1/ed/grfd/
