nome;num_avali;avali;preco
Refrigerador Esmaltec RCD34 276 Litros Cycle Defrost Duas Portas - Branca;0;0;2749.00
Refrigerador Panasonic BT42 387L Inverter Frost Free NR-BT42BV1X;0;0;1921.35
Geladeira/Refrigerador Panasonic Frost Free 2 Portas NR-BB71GVFB 480 Litros Preto;1;5.0;5696.58
Geladeira Refrigerador Top Freezer 2 Portas 475 Litros DC51X Electrolux;0;0;1999.00
Geladeira CRM50HB Frost Free Duplex 410 Litros Com Espaço Flex Consul;0;0;3199.00
Geladeira Refrigerador Brastemp 3 Portas 540 Litros BRO80ABANA;0;0;3549.00
Refrigerador Brastemp BRM57AK Frost Free com Turbo Control 500L - Evox;64;4.5;3999.00
Refrigerador Electrolux Cycle Defrost 260L Branco DC35A 220v;0;0;4699.99
Refrigerador Panasonic Frost Free 2 Portas NR-BT40BD1W 387 Litros Branco 110V;10;5.0;1750.00
Refrigerador Midea Side by Side 528L Preto Midea;1;5.0;4717.63
Geladeira Continental Frost Free 370L TC41S Inox;1;5.0;4375.23
Refrigerador Electrolux DC35A 2 portas 260 litros Cycle Defrost;2;4.0;5498.26
Geladeira Brastemp Duplex 2 Portas BRM56 Frost Free 462L;1;5.0;2732.22
Geladeira / Refrigerador Cycle Defrost Duplex Consul 334 Litros;7;5.0;3699.00
Refrigerador Panasonic NR BT50BD3XA Frost Free Econavi 435 Litros Inox;261;5.0;3499.00
Geladeira Frost Free Duplex Freeze Controle Inox Brastemp 400 Litros BRM54HKBNA;4;4.5;2199.00
Refrigerador Panasonic Frost Free NR-BB53PV3W com Tecnologia Econavi Branco - 425 Litros;4;5.0;4099.89
Geladeira Inverse Frost Free 443l Brastemp Bre57ak Inox 220V;0;0;2487.78
Geladeira Refrigerador Consul 1 Porta Degelo Seco Simples 261 Litros CRA30FBANA;1;4.0;2696.49
Refrigerador de 02 Portas Brastemp Frost Free com 443 Litros com Freezer Invertido Cor Inox - BRE57AK;31;5.0;3043.95
Refrigerador de 02 Portas Electrolux Frost Free com 474 Litros com Top Freezer Branco - DF56;0;0;4998.89
Refrigerador Electrolux Frost Free Inverter 454 Litros Inox IB53X - 127 Volts;0;0;2041.65
Refrigerador Panasonic BT40 387L 2 Portas Aço Escovado Frost Free 220V NR-BT40BD1XB;0;0;3998.89
Refrigerador Frost Free Bottom Freezer Inverter Branco 454 L;65;5.0;6589.00
Geladeira Frost Free Electrolux TF55S 431 Litros Duplex Top Freezer Platinum 110V;3;4.5;3180.15
Geladeira Duplex Consul Cycle Defrost 334L CRD37EB;0;0;5999.90
Refrigerador Brastemp BRE57AK Frost Free Duplex 443 Litros Inverse;8;5.0;11399.00
Refrigerador Frost Free 340L 2 Portas Consul Branco 220V CRM39AB;0;0;4443.33
Geladeira Top Freezer Electrolux 382 Litros Frost Free Branco TF42 – 110V;0;0;2574.00
Geladeira/Refrigerador Frost Free 371 Litros Electrolux DFN41 Branca 220V;0;0;2199.00
Refrigerador Panasonic BB53 Inverter Bottom Freezer 425L 2 Portas Preto Frost Free 127V NR-BB53GV3BA;2;5.0;3522.81
Refrigerador Consul CRD37EB com Prateleiras Removíveis e Reguláveis Branco - 334L;1;5.0;3743.93
Geladeira Refrigerador Panasonic 425L Frost Free Inverse NR-BB53PV3X;35;5.0;2151.45
Refrigerador LG Bottom Freezer Universe Refresh com Moist Balance Crisper™ e Compressor Linear GC-B659BSB Aço Escovado – 451L;11;5.0;2099.99
Geladeira Brastemp Duplex 2 Portas BRM54 Frost Free 400L;32;5.0;7021.11
Geladeira Philco PRF504I Side By Side 489L;0;0;3199.00
Geladeira LG Side by Side Frost Free Inox 601L P-VE GCL247;0;0;4399.00
Refrigerador Electrolux Frost Free Bottom Freezer 454L DB53;8;5.0;3171.90
Refrigerador Continental Duplex Frost Free 370L Prata 220V TC41S;3;5.0;3089.00
Geladeira Electrolux DC35A - 2 portas, 260 Litros, Cycle Defrost com Gavetão de Frutas;1;5.0;3799.00
Geladeira Refrigerador Panasonic 483 Litros Frost Free Duplex NR-BT55PV2;2;5.0;4999.90
Geladeira / Refrigerador Frost Free Duplex Consul CRM56HB, 450 Litros, Branco;0;0;2999.00
Refrigerador Electrolux Cycle Defrost 260L Branco 220v - DC35A;6;5.0;3899.90
Refrigerador Electrolux Cycle Defrost 260l Branco 127V Dc35a;0;0;3149.00
Refrigerador Brastemp Inverse 419L 3 Portas Frost Free Preto 220V BRY59BE;0;0;3279.00
Refrigerador / Geladeira Frost Free Duplex Inverse Brastemp BRE57AB, 443 litros, Branca;0;0;6499.00
Geladeira/Refrigerador - Tf56 Top Freezer 474L;88;4.5;4599.00
Geladeira/Refrigerador Brastemp 443 Litros 2 Portas Frost Free Inverse Classe A BRE57AK;0;0;5673.79
Geladeira Refrigerador Panasonic 387L Frost Free Painel LED NR-BT40BD1X;2;5.0;3299.90
Geladeira Electrolux TF42S Top Freezer 382 Litros Frost Free 2 Portas Platinum;0;0;4999.00
Geladeira Consul Frost Free Duplex 397 litros Inox com freezer Embaixo;48;4.5;2869.00
Refrigerador Philco Side By Side 437L Eco Inverter 127v;0;0;2799.00
Refrigerador 453L Frost Free Inverter Inox Samsung;0;0;3043.95
Geladeira / Refrigerador Brastemp 375 Litros 2 Portas Frost Free Duplex BRM44HK;1;5.0;1899.90
Geladeira Electrolux Frost Free 2 Portas 431L Top Freezer com Fast Adapt e Icemax Platinum;0;0;19999.00
Geladeira/Refrigerador Panasonic 435 Litros NR-BT50, Frost Free, 2 Portas, Econavi, Aço Escovado;6;4.5;6693.00
Geladeira Frost Free Electrolux TF56 474 Litros Duplex Top Freezer Branca 110V;5;5.0;3199.00
Refrigerador Brastemp Inverse BRE59AK Frost Free com Espaço Adapt 460L - Prata;13;4.5;2699.00
Refrigerador Panasonic Frost Free NR-BB53GV3W Tecnologia Econavi White Glass - 425 Litros;27;5.0;4299.90
Refrigerador Philco 437 Litros Side By Side Eco Inverter Inox PRF533I – 220 Volts;1;5.0;4299.90
Geladeira/Refrigerador Brastemp Frost Free Duplex 375L BRM44;0;0;2699.00
Refrigerador Frost Free Bottom Freezer Inverter Inox 454 Litros (IB53X);61;5.0;6739.00
Refrigerador Panasonic Frost Free NR-BT40BD1X com Painel Eletrônico Aço Escovado - 387 Litros;69;4.5;7381.93
Geladeira Frost Free CRM43NB 386 Litros 2 Portas Duplex Consul;0;0;5649.00
Geladeira/Refrigerador Frost Free 371 Litros Electrolux DFN41 Branca 127V;11;4.5;2779.54
Refrigerador Consul 261 Litros Cra30fb;0;0;6299.00
Geladeira Electrolux Multidoor Inox Conectada com FlexiSpace (DQ90X);1;5.0;3535.26
Geladeira Samsung Frost Free Duplex BAROSA com Smart Sensor e Dispenser de Água 432L Inox Look;3;5.0;5973.00
Geladeira Frost Free Top Freezer 382L com Dispenser de Água Electrolux (TW42S);6;5.0;3399.90
Refrigerador Brastemp 2 Portas Branco 375L Frost Free 220V BRM45HBBNA;2;4.0;3810.00
Geladeira Frost Free Duplex 450 Litros Painel Eletrônico CRM56HKBNA Consul;0;0;4799.00
Geladeira Frost Free Duplex 450 Litros Painel Eletrônico CRM56HKBNA Consul;0;0;3849.99
Geladeira/Refrigerador Panasonic Frost Free 2 Portas NR BT40BD1W 387 Litros Branco;5;4.0;3498.00
Geladeira Evolution RT38 Inverter Duplex 385L Bivolt + Lava e Seca Ecobubble 11.7kg 110V Inox Look;1;4.0;3109.90
Geladeira / Refrigerador Frost Free Brastemp Side Inverse BRO80AK, 540 Litros;0;0;2574.00
Geladeira / Refrigerador Frost Free Duplex Inverse Consul CRE44AB, 397 Litros, Branca;0;0;3092.95
Geladeira Frost Free Midea Side by Side RS587F 528L Inox;0;0;6887.78
Geladeira 260L 2P Dc35a Cycle Defrost Branco;0;0;2848.00
Refrigerador Inverse Frost Free Brastemp 573 Litros Evox - BRE80AK - BRE80AKANA;2;4.5;3499.00
Geladeira Refrigerador Panasonic 435L Frost Free Duplex NR-BT50BD3X;0;0;3429.00
Refrigerador French Door Inverter Quattro 482L Midea;9;5.0;6887.78
Geladeira Consul CRM43 Frost Free 386L;0;0;4634.00
Geladeira Refrigerador Top Freezer 2 Portas 475 Litros DC51X Electrolux;0;0;6999.90
Geladeira Panasonic BB71 480 Litros Frost Free Inverter Smartsense Aço Escovado;0;0;5566.98
Geladeira 382l Electrolux Tw42s Inox 127V;0;0;14068.95
Geladeira Frost Free Consul CRM56HK 450 Litros Espaço Flex Inox 220V;0;0;3499.00
Geladeira Frost Free 387 Litros NR-BT40BD1 Panasonic;0;0;4699.00
Geladeira Frost Free Panasonic Aço Escovado 435 Litros Inverter 220V NR-BT51PV3XB;0;0;3899.90
Geladeira Frost Free Continental TC41S 370 Litros Duplex;0;0;2249.00
Geladeira Samsung Evolution RT38 com POWERvolt Inverter Duplex 385L Branco;4;5.0;3699.00
Refrigerador Brastemp Inverse 419L 3 Portas Frost Free Inox 127V BRY59BK;0;0;4719.00
Geladeira Frost Free Consul CRM50HB 410 Litros Espaço Flex Branca 110V;3;5.0;2516.60
Geladeira/Refrigerador Panasonic 435 Litros NR-BT51PV3, Frost Free, 2 Portas, Econavi, Aço Escovado,;2;5.0;4649.00
Geladeira Refrigerador Panasonic 483 Litros Frost Free Duplex NR-BT55PV2W;5;4.5;4946.01
Refrigerador Brastemp Inverse 419L 3 Portas Frost Free Inox 220V BRY59BK;0;0;2999.00
Geladeira Refrigerador DB53X 2 Portas Frost Free 454 Litros Electrolux;0;0;4799.00
