;Descrição;Preço;TotalReviews;Loja;Categoria;Armazenamento
2565;Smartphone Multilaser F P9130 Preto com 32GB, Tela 5.5”, Android 9.0, Dual Chip, Câmera 5MP, 3G, Bluetooth e Processador Quad core;349.9;6.0;Casas Bahia;Smartphone;32gb
2570;"Smartphone Multilaser F P9130 32GB Dual Chip Tela 5.5"" Câmera 5MP Frontal 5MP Android 9 Preto";1319.0;7.0;Casas Bahia;Smartphone;32gb
2573;Smartphone Multilaser E Lite 32gb - Preto;1699.9;13.0;Casas Bahia;Smartphone;32gb
2576;Smartphone Multilaser F P9131 Dourado com 32GB, Tela 5.5”, Android 9, Dual Chip, Câmera 5MP, 3G, Sensor de Digitais e Processador Quad core;1299.0;62.0;Casas Bahia;Smartphone;32gb
2582;Smartphone Nokia C01 Plus 32GB 1GB RAM Câmera 5MP - Azul;5175.27;0.0;Casas Bahia;Smartphone;32gb
2584;Smartphone Multilaser E Lite Dourado com 32GB, Tela 4”, Android 8.1, Dual Chip, Câmera 5MP, 3G, Bluetooth e Processador Quad core;1695.7;0.0;Casas Bahia;Smartphone;32gb
2588;"Smartphone Samsung Galaxy A02s Vermelho 32GB, Tela Infinita de 6.5"", Câmera Tripla, bat 5000mAh, 3GB RAM e Processador Octa-Core + Cartão de Memo";1399.0;0.0;Casas Bahia;Smartphone;32gb
2597;Smartphone Realme C21Y 32GB Tela 6.5`` NFC 4GB RAM – Azul;631.19;0.0;Casas Bahia;Smartphone;32gb
2607;Smartphone Xia omi Red mi 8a 32gb Dual 2gb 6.2`` Global Azul;663.19;0.0;Casas Bahia;Smartphone;32gb
2610;Smartphone Multilaser F 3g 32gb 1gb Tela 5.5 + Suporte Ring;1498.0;0.0;Casas Bahia;Smartphone;32gb
2615;Smartphone Samsung Galaxy M02 32gb 3gb Ram Dual Sim Azul;4702.15;0.0;Casas Bahia;Smartphone;32gb
2620;Smartphone Multilaser F 3g 32gb e Kit Music Play Headphone;932.9;0.0;Casas Bahia;Smartphone;32gb
2625;"Smartphone Motorola Moto e6s Pink 32GB, Tela Max Vision de 6.1"", Câmera Traseira Dupla, Android 9.0, Processador Octa-Core e 2GB de RAM";499.9;175.0;Casas Bahia;Smartphone;32gb
2629;Smartphone Samsung Galaxy M02 32gb 3gb Ram Dual Sim Vermelho;499.0;0.0;Casas Bahia;Smartphone;32gb
2631;Smartphone Samsung Galaxy M02 32gb 3gb Ram Dual Sim Preto;5443.0;0.0;Casas Bahia;Smartphone;32gb
2634;"Smartphone Motorola Moto G7 Play 32GB Android Pie - 9.0 Tela 5.7"" 1.8 GHz Octa-Core 4G Câmera 13MP";1349.0;1.0;Casas Bahia;Smartphone;32gb
2639;"Smartphone LG K41S Tela 6,5"" 32GB 3GB RAM Câm 13MP + 2MP + 5MP + 2MP + Frontal 8MP";594.9;1.0;Casas Bahia;Smartphone;32gb
2642;"Smartphone Multilaser F 32GB Dual Chip 5,5"" Câmera 5MP Android 9 Dourado - P9131";1770.11;5.0;Casas Bahia;Smartphone;32gb
2650;Smartphone Positivo Twist 4G S509 Cinza com 32GB, 4G, Tela 5”, Android 10, Dual Chip, Câmera 8MP e Processador Octa-Core de 1.6 Ghz;919.0;0.0;Casas Bahia;Smartphone;32gb
2658;Smartphone Moto E6 Play XT2020-3 Android Pie 9.0, Memória Interna 32GB;1299.9;0.0;Casas Bahia;Smartphone;32gb
2671;Smartphone Samsung Galaxy A10s 32gb vermelho;2099.99;0.0;Casas Bahia;Smartphone;32gb
2674;Smartphone Xiaomi Redmi 9A 32GB/2GB Ram Azul;1662.78;0.0;Casas Bahia;Smartphone;32gb
3481;Smartphone Samsung Galaxy A02s 32GB Vermelho 4G;764.1;31.0;Magazine Luiza;Smartphone;32gb
3483;Smartphone Motorola Moto E7 Power 32GB Vermelho;799.0;2.0;Magazine Luiza;Smartphone;32gb
3484;Smartphone Samsung Galaxy A02s 32GB Azul 4G;764.1;27.0;Magazine Luiza;Smartphone;32gb
3490;Smartphone Samsung Galaxy A10s 32GB Azul;899.1;143.0;Magazine Luiza;Smartphone;32gb
3491;Smartphone Samsung Galaxy A02 32GB Vermelho 4G;629.1;18.0;Magazine Luiza;Smartphone;32gb
3493;Smartphone Samsung Galaxy A02 32GB Azul 4G;629.1;30.0;Magazine Luiza;Smartphone;32gb
3497;Smartphone Motorola Moto E7 Power 32GB Azul;799.0;16.0;Magazine Luiza;Smartphone;32gb
3500;Smartphone Samsung Galaxy A02s 32GB Preto 4G;764.1;26.0;Magazine Luiza;Smartphone;32gb
3501;Smartphone LG K41s 3gb Ram 32gb 4g Dual Chip Octa Core;748.59;13.0;Magazine Luiza;Smartphone;32gb
3504;Smartphone Samsung Galaxy A10s 32GB Vermelho;899.1;274.0;Magazine Luiza;Smartphone;32gb
3505;Smartphone Samsung Galaxy A02 32GB Preto 4G;629.1;22.0;Magazine Luiza;Smartphone;32gb
3507;Smartphone Motorola Moto E7 32GB Aquamarine;899.0;21.0;Magazine Luiza;Smartphone;32gb
3508;"Smartphone Motorola E7 Power 32GB 4G Tela 6.5"" Câmera Dupla 13MP 2MP Frontal 5MP Azul Metálico";683.1;58.0;Magazine Luiza;Smartphone;32gb
3509;Smartphone Positivo Twist 4 Fit 32GB Vermelho 3G;409.2;10.0;Magazine Luiza;Smartphone;32gb
3510;Smartphone Xiaomi Redmi 9C 32GB Azul 4G;899.0;8.0;Magazine Luiza;Smartphone;32gb
3524;Smartphone Motorola Moto E6i 32GB Pink;719.1;32.0;Magazine Luiza;Smartphone;32gb
3526;Smartphone LG K22 32GB Titan 4G Quad-Core 2GB RAM;719.1;53.0;Magazine Luiza;Smartphone;32gb
3527;"Smartphone LG K41S 32GB Titânio 4G Octa-Core - 3GB RAM 6.55"" Câm. Quádrupla + Selfie 8MP";705.87;116.0;Magazine Luiza;Smartphone;32gb
3530;"Smartphone Motorola Moto E6S 32GB 4G Tela 6.1"" Câmera Dupla 13MP 2MP Frontal 5MP Cinza Titanium";683.1;137.0;Magazine Luiza;Smartphone;32gb
3543;"Smartphone Motorola E7 Power 32GB 4G Tela 6.5"" Câmera Dupla 13MP 2MP Frontal 5MP Vermelho Coral";710.1;20.0;Magazine Luiza;Smartphone;32gb
3549;Smartphone LG K41S 32GB Titânio 4G Octa-Core;999.0;130.0;Magazine Luiza;Smartphone;32gb
3557;Smartphone Positivo Twist 4 Fit 32GB Preto 3G;362.7;4.0;Magazine Luiza;Smartphone;32gb
3559;Smartphone Samsung Galaxy A10s 32GB Vermelho;899.1;10.0;Magazine Luiza;Smartphone;32gb
3562;Smartphone Motorola Moto E6i 32GB Cinza Titanium;719.1;34.0;Magazine Luiza;Smartphone;32gb
3564;Smartphone Motorola Moto E7 32GB Cinza Metálico;809.1;7.0;Magazine Luiza;Smartphone;32gb
3566;Smartphone Xiaomi Redmi 9C 32GB Cinza 4G;899.0;0.0;Magazine Luiza;Smartphone;32gb
3567;"Smartphone Galaxy A02, 32GB, 2GB Tela Infinita de 6.5""";799.0;2.0;Magazine Luiza;Smartphone;32gb
3569;Smartphone Samsung Galaxy A10s 32GB Preto;999.0;197.0;Magazine Luiza;Smartphone;32gb
3571;Smartphone Motorola Moto E6S 32GB Cinza Titanium;829.0;38.0;Magazine Luiza;Smartphone;32gb
3578;"Smartphone Galaxy A02, 32GB, 2GB Tela Infinita de 6.5""";799.0;8.0;Magazine Luiza;Smartphone;32gb
3594;Smartphone Samsung Galaxy A-02 Octa Core 32GB 2GB Câmera Dupla Quadriband;960.6;0.0;Magazine Luiza;Smartphone;32gb
3601;Smartphone Samsung Galaxy A01 Core 32GB, 2GB RAM Tela 5.3;665.91;0.0;Magazine Luiza;Smartphone;32gb
3605;"Celular Smartphone Multilaser F P9130 Tela 5,5"" Sensor Digital 32gb RAM 1gbl - Preto 3G";429.9;9.0;Magazine Luiza;Smartphone;32gb
3606;"Smartphone Motorola Moto E6i 32GB Tela 6.1"" Câmera 13MP Frontal 5MP Android 10 Go Pink";620.1;14.0;Magazine Luiza;Smartphone;32gb
3608;"Smartphone Multilaser E P9129 32GB Dual Chip Tela 5.0"" Câmera 5MP Frontal 5MP Android 8.1 Dourado";394.2;4.0;Magazine Luiza;Smartphone;32gb
3614;Smartphone Multilaser E P9129 32GB Dourado 3G;408.27;0.0;Magazine Luiza;Smartphone;32gb
3618;Smartphone Motorola Moto E6S 32GB Pink 4G;799.0;31.0;Magazine Luiza;Smartphone;32gb
3620;"Smartphone Galaxy A02, 32GB, 2GB Tela Infinita de 6.5""";799.0;24.0;Magazine Luiza;Smartphone;32gb
3626;"Smartphone Xiaomi Redmi 9A, Azul, Tela 6.53"", 4G+WiFi, Android, Câm. Traseira 13MP e Frontal 5MP, 32GB";892.05;9.0;Magazine Luiza;Smartphone;32gb
3639;Smartphone LG K41S 32GB Preto 4G Octa-Core;999.0;71.0;Magazine Luiza;Smartphone;32gb
3644;"Smartphone Samsung Galaxy A02 32GB 2GB RAM 4G Wi-Fi Dual Chip Câmera Dupla + Selfie 5MP 6.5"" Preto";777.0;0.0;Magazine Luiza;Smartphone;32gb
3645;"Smartphone Motorola Moto E7 32GB 6.5"" Câmera Dupla 48MP+2MP Frontal 5MP Android 10 Cinza Metálico";746.1;15.0;Magazine Luiza;Smartphone;32gb
3650;"Smartphone Xiaomi Redmi 9A, Cinza, Tela 6.53"", 4G+WiFi, Android, Câm.Traseira de 13MP e Frontal de 5MP, 32GB";892.05;2.0;Magazine Luiza;Smartphone;32gb
3657;Celular Do Idoso Positivo Letras Grandes 32gb Sos;664.05;8.0;Magazine Luiza;Smartphone;32gb
3660;"Smartphone Moto E7 32GB Dual Chip Android 10 Tela 6.5"" Octa-Core 4G Câmera 48MP + 2MP Frontal 5MP- Cinza Metálico";764.75;3.0;Magazine Luiza;Smartphone;32gb
3661;Smartphone Samsung Galaxy A02S Android 65 Polegadas 32GB 3GB RAM Octa-Core 4G;1399.0;1.0;Magazine Luiza;Smartphone;32gb
3678;Smartphone Samsung Galaxy A10s 32GB Dual Chip Tela 6.2pol Octa-Core 4G Azul;995.76;0.0;Magazine Luiza;Smartphone;32gb
3687;"Smartphone Multilaser E P9128 32GB Dual Chip 3G Tela 5.0"" Câmera 5MP Frontal 5MP Android 8.1 Preto";358.2;28.0;Magazine Luiza;Smartphone;32gb
3693;"Smartphone Motorola Moto Z XT1650 32GB Tela 5.5"" 4GB Ram";934.65;6.0;Magazine Luiza;Smartphone;32gb
3697;Smartphone Positivo Twist 4 Fit 32gb Android 10 3g Vermelho;566.1;0.0;Magazine Luiza;Smartphone;32gb
3707;Smartphone Multilaser E Lite 3G 32GB Dourado P9127;314.34;8.0;Magazine Luiza;Smartphone;32gb
3719;Smartphone Samsung Galaxy A20 32GB Preto 4G - 3GB RAM 6,4” Câm. Dupla + Câm. Selfie 8MP;1799.0;0.0;Magazine Luiza;Smartphone;32gb
3720;"Smartphone Xiaomi Redmi 9A, Verde, Tela 6.53"", 4G+WiFi, Android, Câm.Traseira de 13MP e Frontal de 5MP, 32GB";892.05;0.0;Magazine Luiza;Smartphone;32gb
4352;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4354;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4361;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4376;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4378;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4385;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4400;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4402;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4409;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4424;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4426;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4433;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4448;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4450;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4457;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4472;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4474;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4481;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4496;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4498;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4505;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4520;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4522;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4529;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4544;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4546;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4553;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4568;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4570;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4577;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
4592;Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul Metálico;749.0;7.0;Submarino;Smartphone;32gb
4594;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;739.9;9.0;Submarino;Smartphone;32gb
4601;Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;839.0;9.0;Submarino;Smartphone;32gb
248;Smartphone ASUS Zenfone Max Pro M2, 6GB 64GB, Black Saphire;1299.0;452.0;Amazon;Smartphone;64gb
249;Smartphone Xiaomi Redmi 9 India 64GB 4GB RAM Tela 6,53'' Android 10 Octa-Core Dual Sim - Preto;1005.9;101.0;Amazon;Smartphone;64gb
250;Smartphone Xiaomi Redmi Note 8 4RAM 64GB Tela 6.3 LTE Dual Azul;1199.0;40979.0;Amazon;Smartphone;64gb
251;Smartphone Xiaomi Redmi 9 Dual Chip 64gb 4gb Sunset Purple;1229.0;3829.0;Amazon;Smartphone;64gb
252;Smartphone Nokia 2.4 64GB 3GB RAM Tela de 6,5 Pol. Câmera Traseira 13MP + 2MP Cinza - NK015;899.0;12.0;Amazon;Smartphone;64gb
253;"Smartphone Samsung Galaxy A12, Branco, Tela 6.5"", 4G+Wi-Fi, Android 10, Câm Traseira 48+5+2+2MP, Frontal 8MP, 64GB";1149.0;8.0;Amazon;Smartphone;64gb
256;"Smartphone Positivo Twist 3 Pro S533 64GB Dual Chip 5.7"" - Grafite";505.0;101.0;Amazon;Smartphone;64gb
266;Smartphone LG K52 64GB Verde 4G Octa-Core 3GB RAM - Tela 6,59” Câm. Quádrupla + Selfie 8MP Dual Chip;989.0;222.0;Amazon;Smartphone;64gb
268;Smartphone Zenfone Max Pro M2 - 4GB 64GB , Black Saphire;969.0;586.0;Amazon;Smartphone;64gb
269;Smartphone LG K51S, 3GB/64GB, 32MP, Titanium;1399.0;1113.0;Amazon;Smartphone;64gb
273;ASUS Zenfone  Shot Plus 4GB 64GB+64GB , Vermelho;1099.0;499.0;Amazon;Smartphone;64gb
275;Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Azul;1249.9;3905.0;Amazon;Smartphone;64gb
277;Smartphone Xiaomi Redmi Note 9S - 4GB + 64GB - Versão Global - Aurora Blue;1595.25;8947.0;Amazon;Smartphone;64gb
279;Smartphone Xiaomi Redmi 9 India 64GB 4GB RAM Tela 6,53'' Android 10 Octa-Core Dual Sim - Sky Blue;1015.0;350.0;Amazon;Smartphone;64gb
284;Smartphone Xiaomi Redmi Note 10s 64gb/6gb Pebble White;1547.77;103.0;Amazon;Smartphone;64gb
286;Xiaomi Poco M3 64GB 4GB Ram Versão Global Preto;1209.9;608.0;Amazon;Smartphone;64gb
287;"Smartphone Moto G9 Play Azul Safira, com Tela de 6,5, 4G, 64GB e Câmera de 48MP + 2MP + 2MP - XT2083-1""";1146.9;115.0;Amazon;Smartphone;64gb
288;Smartphone Xiaomi Redmi Note 8 (2021) 64GB Branco;1241.98;41.0;Amazon;Smartphone;64gb
292;Smartphone Xiaomi Redmi 9C - Dual SIM 3GB/64GB - Twilight Blue - Versão Global;1038.0;677.0;Amazon;Smartphone;64gb
299;"Smartphone Samsung A21s Preto 64GB Android 10 Tela 6.5"" Camera 13MP";2369.0;357.0;Amazon;Smartphone;64gb
300;Smartphone Xiaomi Redmi 9 64GB 4GB Ram 4 Câmeras Cinza;1208.6;250.0;Amazon;Smartphone;64gb
304;Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Branco;1259.99;4217.0;Amazon;Smartphone;64gb
307;Smartphone Samsung Galaxy A21s, 64GB - Branco;1999.0;159.0;Amazon;Smartphone;64gb
308;Smartphone Xiaomi Redmi Note 8 64GB Versão Global Desbloqueado Preto;1249.9;1443.0;Amazon;Smartphone;64gb
309;Smartphone Samsung Galaxy A12 64GB 6.5 Octa Core Branco;1219.0;2.0;Amazon;Smartphone;64gb
310;"Smartphone Motorola XT2083 Moto G9 Play 64GB Verde Turquesa Tela 6.5"" Câmera 48 MP 2 MP 2 MP";1188.0;63.0;Amazon;Smartphone;64gb
312;"Celular Xiaomi Redmi 9 Versão Global 64gb / 4gb Ram/Tela 6.53"" - Sunset Purple";1206.46;3589.0;Amazon;Smartphone;64gb
314;ASUS Zenfone Max Pro M2 - 6GB 64GB , Titanium;1099.0;120.0;Amazon;Smartphone;64gb
316;"Celular Motorola Moto E7 Cinza Metálico 64gb Tela 6.5"" 4gb Ram Camera 48mp 2mp";1036.9;63.0;Amazon;Smartphone;64gb
317;Celular Smartphone Xiaomi Redmi 9i 64GB Rom 4GB RAM Azul;994.89;12.0;Amazon;Smartphone;64gb
318;Xiaomi Redmi Note 10 4GB+64GB Versão global Onyx Gray;1550.0;2335.0;Amazon;Smartphone;64gb
319;Smartphone Xiaomi Redmi Note 8 Pro Global 64GB 6GB RAM 64MP Verde;2150.0;4067.0;Amazon;Smartphone;64gb
320;Smartphone Samsung Galaxy A21s, 64GB - Azul;1338.28;73.0;Amazon;Smartphone;64gb
321;Celular Xiaomi Redmi 9 64GB/4GB Dual Chip - Carbon Grey;1182.0;4455.0;Amazon;Smartphone;64gb
322;"Smartphone LG K62 Azul, com Tela de 6,59"", 4G, 64GB e Câmera Quádrupla de 48MP+5MP+2MP+2MP - LMK520BMW";1099.0;42.0;Amazon;Smartphone;64gb
324;Smartphone Xiaomi Redmi Note 8 (2021) 64GB Neptune Blue (Azul);1198.0;76.0;Amazon;Smartphone;64gb
325;"Smartphone Samsung Galaxy A12 Vermelho 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";1149.0;23.0;Amazon;Smartphone;64gb
326;Smartphone Xiaomi Redmi 9C Dual SIM /64GB / 3GB ram- Midnight Grey;1099.99;554.0;Amazon;Smartphone;64gb
327;Celular Xiaomi Redmi 9 64GB/4GB Dual Chip - Ocean Green;1209.0;2836.0;Amazon;Smartphone;64gb
328;"Smartphone Samsung Galaxy A12 Dual Chip Android Tela 6,5"" Octa-Core 2.3GHz 64GB 4G Câmera 48MP(Principal)+5MP(Ultra Wide)+2MP(Profundidade)+2MP(Macro) - Azul";1252.0;9.0;Amazon;Smartphone;64gb
330;Smartphone Xiaomi Redmi Note 9 Dual Chip 64gb (midnight Grey) Cinza;1159.0;196.0;Amazon;Smartphone;64gb
332;Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Preto;1198.9;1862.0;Amazon;Smartphone;64gb
333;Smartphone Xiaomi Redmi 9 Dual SIM 64GB 6.53” - Global Version - Carbon Grey;1215.5;4.0;Amazon;Smartphone;64gb
335;"Smartphone Samsung Galaxy A12 64GB Dual Chip Cam. Quadrupla 6.5"" Oct-Core Preto";1210.0;8.0;Amazon;Smartphone;64gb
339;CEL XIAOMI REDMI 9C DUAL 64GB BLUE;1079.69;297.0;Amazon;Smartphone;64gb
341;"Smartphone LG K22+ , 3GB Memória, 64GB armazenamento, Dual Chip Android 10 Tela 6.2"" Quad Core 4G Câmera 13MP+2MP - Titan";1049.0;398.0;Amazon;Smartphone;64gb
345;Smartphone Xiaomi Redmi Note 8 (2021) 64GB Azul;1129.0;40.0;Amazon;Smartphone;64gb
346;Smartphone Motorola G10 Power 64GB 4GB RAM Breeze Blue (Azul);1148.8;16.0;Amazon;Smartphone;64gb
348;Xiaomi Redmi Note 9 64GB 3GB RAM - Versão Global - Midnight Grey;1299.9;1066.0;Amazon;Smartphone;64gb
349;Smartphone Xiaomi Redmi Note 10s 64gb/6gb Ocean Blue;1519.0;170.0;Amazon;Smartphone;64gb
355;"Celular Xiaomi Redmi 9 Versão Global 64gb / 4gb Ram/Tela 6.53"" - Cinza";1189.9;5478.0;Amazon;Smartphone;64gb
364;Smartphone Xiaomi Redmi Note 9 64GB - Verde (Verde);1249.0;11.0;Amazon;Smartphone;64gb
366;Smartphone Motorola G10 Power 64GB 4GB RAM Aurora Grey (Cinza);1164.0;30.0;Amazon;Smartphone;64gb
373;Xiaomi Redmi Note 9 64GB 3GB RAM - Versão Global - Polar White;1247.0;973.0;Amazon;Smartphone;64gb
376;Smartphone Xiaomi Redmi 9 64gb 4gb Ram Ocean Green Verde;1208.99;2008.0;Amazon;Smartphone;64gb
377;Xiaomi Poco X3-64Gb - 6Gb - 64Mpx - Shadow Gray;1540.0;2413.0;Amazon;Smartphone;64gb
388;Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Cinza;1239.28;268.0;Amazon;Smartphone;64gb
398;Smarphone Xiaomi Poco X3 6GB / 64GB NFC - Cobalt Blue;1529.99;1635.0;Amazon;Smartphone;64gb
400;Realme 6i 64GB Branco;1099.0;9.0;Amazon;Smartphone;64gb
402;Celular Motorola Moto E6s Azul Marinho 64gb Tela 6.1 4gb Ram Cam Dupla 13mp 2mp;1269.9;63.0;Amazon;Smartphone;64gb
404;SMARTPHONE XIAOMI REDMI 9C 64GB LARANJA;1059.0;220.0;Amazon;Smartphone;64gb
407;Celular Motorola Moto G20 Pink 64gb Tela 6.5 4gb Ram Camera 48mp 8mp 2mp 2mp;1263.9;6.0;Amazon;Smartphone;64gb
410;Celular Smartphone Xiaomi Redmi Note 8 4RAM 64GB Tela 6.3 LTE Dual Azul;1150.0;150.0;Amazon;Smartphone;64gb
418;Zenfone Max Pro M2 - 4GB 64GB , Titanium;1099.0;229.0;Amazon;Smartphone;64gb
423;Smartphone Xiaomi Redmi Note 9T 4GB + 64GB - Versão Global - Preto;1419.9;80.0;Amazon;Smartphone;64gb
425;"Smartphone Positivo Twist 4 S514 64GB Dual Chip 5.5"" - Preto";599.0;0.0;Amazon;Smartphone;64gb
427;"Smartphone Samsung Galaxy A11 64GB Dual Chip Tela 6.4"" Octa-Core Câmera Tripla 13MP+5MP+2MP Preto, SM-A115MZKGZTO";1375.98;22.0;Amazon;Smartphone;64gb
432;"Smartphone Positivo Twist 4 S514 64GB Dual Chip 5.5"" - Vermelho";574.9;1.0;Amazon;Smartphone;64gb
433;Redmi Note 10 64GB 4GB RAM - Green;1478.9;1446.0;Amazon;Smartphone;64gb
442;Smartphone Xiaomi Mi A3 64GB 4GB RAM Azul - Global;1778.0;2712.0;Amazon;Smartphone;64gb
