;Descrição;Preço;TotalReviews;Loja;Categoria;Armazenamento
2641;"Smartphone Samsung Galaxy A21s Azul 64GB, Câmera Quádrupla,Tela Infinita de 6.5"", Leitor de Digital, 4GB RAM, Carregamento Rápido e Android 10";1319.0;514.0;Casas Bahia;Smartphone;64gb
2649;Smartphone Motorola Moto G8 Power Azul Atlântico 64GB, Tela de 6.4” FHD+, Câmera Traseira Quádrupla, Android 10 e Processador Qualcomm Octa-Core;1959.0;759.0;Casas Bahia;Smartphone;64gb
2652;Smartphone Xiaomi Redmi Note 8 4gb/64gb Dual – Space Black (Preto);6599.0;95.0;Casas Bahia;Smartphone;64gb
2654;Smartphone XiaomÍ RedmÍ 9 64GB 4GB Ram 4 Câmeras Cinza;2985.97;73.0;Casas Bahia;Smartphone;64gb
2655;Smartphone Xiaomi Redmi Note 9 64GB Tela 6,53 Câmera Quadrupla Traseira 48MP+8MP+2MP+2MP - Branco;679.0;0.0;Casas Bahia;Smartphone;64gb
2660;Celular Motorola G10 XT-2127-2 64GB / 4GB Ram;1790.0;0.0;Casas Bahia;Smartphone;64gb
2661;"Celular Samsung A12 64GB/ 4GB RAM/ 4G/ Dual SIM/ Tela de 6.5""/ Câmeras 48MP + 5MP + 2MP + 2MP - Preto";1199.9;0.0;Casas Bahia;Smartphone;64gb
2664;Smartphone Motorola Moto E7 XT2095-1 64GB 4GB RAM Tela de 6.5” Cam Traseira Dupla Android 10 e Processador Octa-Core Cinza Metálico;7723.97;32.0;Casas Bahia;Smartphone;64gb
2667;Smartphone Motorola G10 64GB 4G Wi-Fi Tela 6.5`` Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1265.0;0.0;Casas Bahia;Smartphone;64gb
2670;Smartphone Twist S514 64GB 1GB RAM Dual Chip Tela 5.5 Positivo;1492.0;0.0;Casas Bahia;Smartphone;64gb
2673;Smartphone Xiaomi Redmi 8 Azul Safira 4Gb Ram 64Gb;4497.87;0.0;Casas Bahia;Smartphone;64gb
2675;"Celular Pocophonne. X3 64GB/ 6GB RAM/ 4G/ Dual SIM/ Tela 6.67""/ Câmeras 64MP - Cinza (Global)";4568.84;0.0;Casas Bahia;Smartphone;64gb
2676;"Smartphone Samsung Galaxy A03s 64GB Preto 4GB RAM Tela 6.5""";7395.72;0.0;Casas Bahia;Smartphone;64gb
2680;Smartphone G9 Play 4GB RAM 64GB Tela 6,5 Motorola;4654.86;0.0;Casas Bahia;Smartphone;64gb
2681;Smartphone G9 Play 4GB RAM 64GB Tela 6,5 Motorola;1873.57;0.0;Casas Bahia;Smartphone;64gb
2682;"Smartphone Xiaomi Redmi 9C Cinza 64GB, Tela de 6.53"", 3GB de RAM, Câmera Traseira Tripla, Android 10 e Processador Octa-Core";2532.28;248.0;Casas Bahia;Smartphone;64gb
2683;"Smartphone Samsung Galaxy A03s 64GB - Azul, 4G, Câmera Tripla 13MP + Selfie 5MP, Processador Octa-core, RAM 4GB, Tela 6.5""";4497.87;0.0;Casas Bahia;Smartphone;64gb
3468;iPhone 11 Apple 64GB Roxo 6,1” 12MP iOS;3719.07;1.0;Magazine Luiza;Smartphone;64gb
3470;iPhone 11 Apple 64GB (PRODUCT)RED 6,1” 12MP iOS;3719.07;19.0;Magazine Luiza;Smartphone;64gb
3471;iPhone 11 Apple 64GB Preto 6,1” 12MP iOS;3719.07;80.0;Magazine Luiza;Smartphone;64gb
3473;iPhone XR Apple 64GB Preto 6,1” 12MP iOS;3399.0;88.0;Magazine Luiza;Smartphone;64gb
3476;Smartphone Samsung Galaxy A12 64GB Branco 4G;975.57;52.0;Magazine Luiza;Smartphone;64gb
3477;Smartphone Motorola Moto G10 64GB Branco Floral;1022.07;25.0;Magazine Luiza;Smartphone;64gb
3480;Smartphone Samsung Galaxy M12 64GB Verde 4G;1007.1;13.0;Magazine Luiza;Smartphone;64gb
3485;Smartphone Samsung Galaxy A12 64GB Vermelho 4G;975.57;23.0;Magazine Luiza;Smartphone;64gb
3486;Smartphone Samsung Galaxy M12 64GB Azul 4G;899.1;7.0;Magazine Luiza;Smartphone;64gb
3487;"Smartphone Motorola Moto G20 64GB 4G Tela 6.5"" Câmera Quádupla 48MP 8MP 2MP 2MP Frontal 13MP Azul";1058.4;2.0;Magazine Luiza;Smartphone;64gb
3489;Smartphone Motorola Moto G10 64GB Cinza Aurora;1022.07;22.0;Magazine Luiza;Smartphone;64gb
3492;Smartphone Samsung Galaxy A12 64GB Preto 4G;944.1;32.0;Magazine Luiza;Smartphone;64gb
3499;Smartphone Motorola Moto G20 64GB Pink 4G;1079.1;1.0;Magazine Luiza;Smartphone;64gb
3503;Smartphone Samsung Galaxy M12 64GB Preto 4G;959.0;3.0;Magazine Luiza;Smartphone;64gb
3514;Smartphone Samsung Galaxy A03s 64GB Azul 4G;944.1;0.0;Magazine Luiza;Smartphone;64gb
3515;"Smartphone LG K62 64GB Dual Chip Tela 6.59"" Câmera Quádrupla 48MP+5MP+2MP+2MP Frontal 13MP Vermelho";926.1;79.0;Magazine Luiza;Smartphone;64gb
3518;Smartphone Motorola Moto G20 64GB Azul 4G;1079.1;12.0;Magazine Luiza;Smartphone;64gb
3522;Smartphone Samsung Galaxy A03s 64GB Vermelho 4G;944.1;0.0;Magazine Luiza;Smartphone;64gb
3529;"Smartphone Motorola Moto G10 64GB 4GB RAM  Câmera Quádrupla 48MP Tela 6.5"" - Branco Floral";1084.9;0.0;Magazine Luiza;Smartphone;64gb
3532;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;1059.3;8.0;Magazine Luiza;Smartphone;64gb
3536;"Smartphone Samsung  Galaxy A12 Câmera Quádrupla Traseira Selfie de 8MP Tela Infinita de 6.5"" 64GB 4GB RAM OctaCore Bateria de 5000mAh Dual Chip Branco";947.67;0.0;Magazine Luiza;Smartphone;64gb
3537;"Smartphone LG K62 64GB Dual Chip Tela 6.59"" Câmera Quádrupla 48MP+5MP+2MP+2MP Frontal 13MP Azul";926.1;24.0;Magazine Luiza;Smartphone;64gb
3541;"Smartphone Motorola Moto G10 64GB 4GB RAM  Câmera Quádrupla 48MP Tela 6.5"" - Cinza Aurora";1079.9;4.0;Magazine Luiza;Smartphone;64gb
3542;Smartphone Samsung Galaxy A11 64GB Vermelho 4G;1169.1;67.0;Magazine Luiza;Smartphone;64gb
3546;"Smartphone Motorola Moto G9 Play 64GB 4GB RAM Câmera Tripla 48MP Tela 6.5"" - Verde Turquesa";1064.9;247.0;Magazine Luiza;Smartphone;64gb
3547;Smartphone LG K52 64GB Verde 4G Octa-Core 3GB RAM;1099.0;16.0;Magazine Luiza;Smartphone;64gb
3551;Smartphone Samsung Galaxy A03s 64GB Preto 4G;944.1;0.0;Magazine Luiza;Smartphone;64gb
3552;Smartphone Motorola Moto E7 64GB Cobre;989.1;0.0;Magazine Luiza;Smartphone;64gb
3554;Smartphone Motorola Moto G10 64GB Cinza Aurora;1173.9;0.0;Magazine Luiza;Smartphone;64gb
3558;Smartphone Xiaomi Redmi 9 64GB Cinza 4G Octa-Core;1394.07;9.0;Magazine Luiza;Smartphone;64gb
3565;Smartphone LG K52 64GB Vermelho 4G Octa-Core;929.07;27.0;Magazine Luiza;Smartphone;64gb
3581;Smartphone LG K52 64GB Cinza 4G Octa-Core 3GB RAM;1099.0;40.0;Magazine Luiza;Smartphone;64gb
3582;Smartphone Motorola Moto G10 64GB Branco Floral;1178.9;0.0;Magazine Luiza;Smartphone;64gb
3584;Smartphone Moto G20 64GB 4GB RAM 4G Wi-Fi Dual Chip Câmera Quádrupla Selfie 13MP Tela 6.5'' Pink;1215.05;0.0;Magazine Luiza;Smartphone;64gb
3585;"Smartphone Motorola Moto G20 64GB 4G Tela 6.5"" Câmera Quádupla 48MP 8MP 2MP 2MP Frontal 13MP Pink";1079.1;2.0;Magazine Luiza;Smartphone;64gb
3588;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla - Branco;1199.0;77.0;Magazine Luiza;Smartphone;64gb
3593;"Smartphone Motorola Moto E7 Plus 64GB 4G Tela 6.5"" Câmera Dupla 48MP 2MP Frontal 8MP Azul Navy";974.7;60.0;Magazine Luiza;Smartphone;64gb
3595;"Smartphone Motorola Moto G9 Play 64GB Tela 6.5"" Câmera Tripla 48MP Selfie 8MP Android 10";1129.55;13.0;Magazine Luiza;Smartphone;64gb
3596;"Smartphone Motorola Moto E7 64GB 4G Tela 6.5"" Câmera Dupla 48MP 2MP Frontal 5MP Cinza Metálico";845.1;266.0;Magazine Luiza;Smartphone;64gb
3599;Smartphone Motorola Moto E7 64GB Cinza Metálico;989.1;0.0;Magazine Luiza;Smartphone;64gb
3609;Smartphone Moto G9 Play 64GB Dual Tela 6.5 4G Wi-Fi Câmera 48MP + 2MP + 2MP - Verde Turquesa;1039.5;7.0;Magazine Luiza;Smartphone;64gb
3611;Smartphone Motorola One Fusion 64GB Azul Safira;1580.07;73.0;Magazine Luiza;Smartphone;64gb
3613;Smartphone Samsung Galaxy A11 64GB Azul 4G;1169.1;90.0;Magazine Luiza;Smartphone;64gb
3621;Smartphone Motorola Moto G9 Play, 64GB, 48MP, Tela 6.5, Rosa Quartzo + Capa Protetora - XT2083-1;1030.53;0.0;Magazine Luiza;Smartphone;64gb
3624;Smartphone Motorola Moto E7 XT2095-1 64GB 4GB RAM Tela de 6.5” Cam Traseira Dupla Android 10 e Processador Octa-Core Cinza Metálico;816.05;13.0;Magazine Luiza;Smartphone;64gb
3627;Smartphone Samsung Galaxy A12 64GB Preto 4G;975.57;0.0;Magazine Luiza;Smartphone;64gb
3635;Smartphone Xiaomi Poco X3 NFC 64GB Cinza Octa-Core;2650.41;0.0;Magazine Luiza;Smartphone;64gb
3637;Smartphone LG K51S 64GB Titânio 4G Octa-Core;979.0;95.0;Magazine Luiza;Smartphone;64gb
3640;Celular Samsung Galaxy A12 Preto 64GB Tela 6.5 4GB RAM Cam 48MP 5MP 2MP 2MP;1799.0;5.0;Magazine Luiza;Smartphone;64gb
3651;Smartphone Motorola One Preto 4Gb Ram 64Gb 5,9;1301.91;0.0;Magazine Luiza;Smartphone;64gb
3654;Smartphone ASUS Zenfone Max Pro M2 6GB 64GB Titanium;859.0;0.0;Magazine Luiza;Smartphone;64gb
3655;Smartphone Samsung Galaxy A30s 64GB Violeta 4G - 4GB RAM Tela 6,4” Câm. Tripla + Câm. Selfie 16MP;2374.05;4.0;Magazine Luiza;Smartphone;64gb
3662;Smartphone Positivo Twist 3 Pro S533 64GB Aurora;547.77;9.0;Magazine Luiza;Smartphone;64gb
3663;"Smartphone Motorola Moto G20 64GB 4GB Ram 4G Wi-Fi Câmera Quádrupla + Selfie 13MP Tela 6.5"" Grafite";1215.05;0.0;Magazine Luiza;Smartphone;64gb
3664;"Smartphone Motorola Moto G9 Play, Azul Safira,Tela 6.5"", 4G+Wi-Fi, Android 10,3 Câm Traseira 48/2/2MP, Frontal 8MP,64GB";1025.05;0.0;Magazine Luiza;Smartphone;64gb
3666;"Smartphone xiaomi redmi 9 tela 6,53"" 4gb/64gb 4g";1709.99;2.0;Magazine Luiza;Smartphone;64gb
3668;"Smartphone Motorola Moto G20  64GB 4GB RAM 4G Tela de 6,5"" Câmera Quádrupla + Selfie 13MP Dual Chip Rosa";1031.37;0.0;Magazine Luiza;Smartphone;64gb
3672;Smartphone Motorola Moto E7 Plus 64GB 4G Tela 6.5 Polegadas Câmera Dupla 48MP Selfie 8MP Android 10.0;1039.0;9.0;Magazine Luiza;Smartphone;64gb
3673;Smartphone Motorola Moto G50 XT2137-1 Dual SIM 64GB de 6.5 Cinza;1947.5;0.0;Magazine Luiza;Smartphone;64gb
3681;Celular Samsung Galaxy A-12 64GB Dual SM-A125MZKSZTO;1973.37;0.0;Magazine Luiza;Smartphone;64gb
3682;Smartphone Motorola G20 64GB, 4GB RAM, Octa-Core, Câmera Quadrupla, 5000mAh, Azul - PANG0000BR;1096.84;0.0;Magazine Luiza;Smartphone;64gb
3685;Smartphone Samsung Galaxy A21s 64GB Preto 4G - 4GB RAM 6,5” Câm. Quádrupla + Selfie 13MP;1388.9;0.0;Magazine Luiza;Smartphone;64gb
3689;Smartphone Nokia 2.4 64GB Roxo 4G Octa-Core;999.0;1.0;Magazine Luiza;Smartphone;64gb
3692;"Smartphone xiaomi redmi note 9 tela 6,53"" 3gb/64gb 4g";1799.99;1.0;Magazine Luiza;Smartphone;64gb
3696;Smartphone Samsung Galaxy A30s 64GB Violeta 4G - 4GB RAM Tela 6,4” Câm. Tripla + Câm. Selfie 16MP;1898.1;0.0;Magazine Luiza;Smartphone;64gb
3698;Smartphone Xiaomi Redmi Note 9 PRO 64GB Branco;2473.71;2.0;Magazine Luiza;Smartphone;64gb
3700;Smartphone Samsung Galaxy A21s 64GB Branco 4G - 4GB RAM 6,5” Câm. Quádrupla + Selfie 13MP;1410.75;0.0;Magazine Luiza;Smartphone;64gb
3701;Smartphone ASUS Zenfone Max Pro M2, 6GB RAM, 64GB, Titanium TELA 6.26”, 12MP+5MP;926.1;0.0;Magazine Luiza;Smartphone;64gb
3706;Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5 Câmera 48MP + 2MP - Cinza Metálico;863.1;8.0;Magazine Luiza;Smartphone;64gb
3708;Smartphone LG K62 64GB Vermelho 4G Octa-Core;1199.0;6.0;Magazine Luiza;Smartphone;64gb
3712;Celular Samsung Galaxy A-12 64GB Dual SM-A125MZKSZTO;1973.37;3.0;Magazine Luiza;Smartphone;64gb
3713;Smartphone ASUS Zenfone Max Pro M2, 6GB 64GB, Black Saphire;859.0;0.0;Magazine Luiza;Smartphone;64gb
3722;Smartphone LG K22+ 64GB Blue 4G Quad-Core 3GB RAM - Tela 6,2” Câm. Dupla + Selfie 5MP Dual Chip;807.41;0.0;Magazine Luiza;Smartphone;64gb
3723;"Smartphone xiaomi redmi 9c tela 6,53"" 3gb/64gb";1529.99;6.0;Magazine Luiza;Smartphone;64gb
4339;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4340;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4342;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4347;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4349;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4350;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4355;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4360;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4362;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4363;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4364;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4366;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4371;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4373;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4374;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4379;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4384;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4386;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4387;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4388;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4390;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4395;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4397;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4398;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4403;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4408;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4410;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4411;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4412;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4414;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4419;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4421;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4422;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4427;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4432;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4434;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4435;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4436;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4438;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4443;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4445;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4446;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4451;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4456;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4458;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4459;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4460;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4462;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4467;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4469;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4470;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4475;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4480;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4482;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4483;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4484;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4486;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4491;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4493;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4494;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4499;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4504;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4506;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4507;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4508;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4510;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4515;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4517;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4518;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4523;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4528;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4530;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4531;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4532;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4534;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4539;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4541;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
