,Data,Preço Americanas,Preço Amazon
0,2021-10-20,4707.550294117646,3879.733673469387
1,2021-10-21,4777.21188405797,3640.2620000000006
2,2021-10-22,4751.3247142857135,3592.3056818181813
3,2021-10-23,4784.674852941177,3805.0068421052633
4,2021-10-24,4771.176323529412,3582.6515217391307
5,2021-10-26,4541.445217391305,3441.455348837209
6,2021-10-27,4735.247142857142,3232.598124999999
7,2021-10-28,4603.4528358208945,3378.0357999999997
