Descrição;Preço;TotalReviews;Loja;Categoria;Processador
"Notebook Dell Inspiron 3501-M46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Preto";3599.1;9.0;Americanas;Notebook;i5
Notebook Gamer Acer Nitro 5 AN515-54-574Q Intel Core i5 8GB 512GB ssd gtx 1650 15.6' Full HD Endless;4975.17;18.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad S145 Intel Core i5-1035G1 8GB 256GB SSD W10 15.6"" Prata";3229.99;1.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M40S 15.6"" Full HD 11ª G. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";5974.32;13.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A515-54G-52C1 Intel Core i5-10210U 8GB (MX250 2GB) 512GB W10 15.6'' ¿ Prata;4169.55;35.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";4589.1;10.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A514-54G-54Y4 Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB ssd 14' Full HD;4060.34;0.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 8GB 256GB ssd 14' Windows 10;3500.77;13.0;Americanas;Notebook;i5
"Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6"" - Cinza Chumbo";3699.99;4.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-M46S 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows";3959.1;0.0;Americanas;Notebook;i5
"Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6"" - Branco + Mochila Targus Intellect Essential 15,6"" - Black";4299.99;1.0;Americanas;Notebook;i5
Notebook Samsung Book Intel Core i5, 8GB, 256GB ssd, Intel Iris Xe, 15.6'' Full HD LED;4999.0;8.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A514-53G-51BK Intel Core i5 8GB 256GB ssd 14' Windows 10;4084.05;6.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-M50P 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10 Preto";4229.1;0.0;Americanas;Notebook;i5
Notebook Gamer Acer 9º Geração Intel Core i5-9300H 8GB HD 1T+128SSD GeForceGTX1650 Tela 15.6 Polegadas;5039.1;5.0;Americanas;Notebook;i5
"Notebook Lenovo V14 i5-1135G7 8GB 256SSD Intel Iris Xe Graphics Win 10 Home 14"" HD 82NM000EBR Preto";3475.12;2.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M10S 15.6"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";5219.1;8.0;Americanas;Notebook;i5
Notebook Samsung Galaxy Book S 13.3'' Intel Core i5 Full HD Led;5444.1;2.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-U41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Linux Preto";3464.1;0.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-U10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux Prata";4454.1;2.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15,6"" Prata + Webcam Lenovo 300 Full Hd 1080p Com Microfone Integrado Gxc1b34793";4649.99;0.0;Americanas;Notebook;i5
"Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) W10 FHD 15.6"" - Cinza Chumbo + Mochila Targus Intellect Essential 15,6"" - Black";4499.99;0.0;Americanas;Notebook;i5
"Notebook Ultraportátil Dell Inspiron 5301-M10S 13.3"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";5039.1;3.0;Americanas;Notebook;i5
"Notebook Lenovo Yoga 7i 2 em 1 14"" i5-1135G7 8GB 256GB SSD Placa de Vídeo Intel Iris® Xe W10 FHD WVA";5895.12;0.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M30S 14"" Full HD 11ª Ger. Intel Core i7 16GB 256GB SSD NVIDIA GeForce Windows 10";5939.1;1.0;Americanas;Notebook;i5
Notebook Lenovo, Intel CoreT i5 10210U, 8GB, 256GB ssd, Tela de 15,6, uhd Graphics, Prata, IdeaPad 3i - 82BS0005BR;3464.01;1.0;Americanas;Notebook;i5
Notebook Lenovo Ideapad S145 10ª Intel Core i5 8GB 1TB W10 15,6'' Prata;5277.8;72.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-U46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Linux Preto";3644.1;0.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-M50S 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10";4229.1;0.0;Americanas;Notebook;i5
"Notebook Lenovo IdeaPad Flex 5i i5-1135G7 8GB 256GB SSD W10 14"" FHD WVA Intel Iris® Xe";4399.12;0.0;Americanas;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M46SS 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows + Capa Essential";4067.1;0.0;Americanas;Notebook;i5
"Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) W10 FHD 15.6"" - Cinza Chumbo + Mochila Targus Geolite Essential 15,6"" Cinza";4599.99;0.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M20S 15.6"" Full HD 11ª G. Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10";4859.1;5.0;Americanas;Notebook;i5
Notebook Gamer Lenovo, Intel CoreT i5, 8GB, 256GB ssd, Tela de 15,6, Chameleon Blue, ideaPad Gaming 3i - 82CG0002BR;5326.92;0.0;Americanas;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5502-M10SC 15.6"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD Windows 10 + Capa";5327.1;2.0;Americanas;Notebook;i5
Notebook Samsung Galaxy Book S, Intel Core i5, 8GB, 256GB ssd, Tela de 13,3 Touch - NP767XCM-K01BR;5444.01;2.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M40S 14"" Full HD 11ª Ger. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6479.1;3.0;Americanas;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD Windows 10 + Capa Essential";4634.1;0.0;Americanas;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" FHD 11ª G Intel Core i7 16GB 512GB SSD NVIDIA GeForce Win 10 + Mochila";6119.1;0.0;Americanas;Notebook;i5
"Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6"" - Branco + Mochila Targus Geolite Essential 15,6"" Cinza";4499.99;0.0;Americanas;Notebook;i5
Notebook Samsung i5 8GB 1TB 15,6 Book Win10 Cinza Chumbo;3695.12;1.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15,6"" - Prata + Mochila Targus Geolite Essential 15,6"" - Cinza";4099.99;0.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A515-51G-50W8 Intel Core i5 8GB ram 2TB HD GeForce 940MX 2 gb 15.6 HD Win10;3713.39;0.0;Americanas;Notebook;i5
"Notebook Lenovo V14 i5-1135G7 8GB 256SSD Intel Iris Xe Graphics Win 10 Home 14"" FHD 82NM0009BR Preto";3607.12;0.0;Americanas;Notebook;i5
"Kit Notebook 2 em 1 Dell Inspiron 5406-OS20SF 14"" Touch 11ª Ger Intel Core i5 8GB 256GB SSD Windows 10 Microsoft 365";4985.1;1.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A514-54G-586R Intel Core i5 11ª Gen 8GB 256GB ssd MX350 14' Win10;4274.05;5.0;Americanas;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) W10 FHD 15,6'' NP550XDA-KF2BR - Cinza Chumbo + Microsoft 365 Family - 2020;4139.98;0.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M20S 14"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10";4949.1;0.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15,6"" - Prata + Microsoft 365 Family - 2020";4181.18;0.0;Americanas;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5402-M10SF 14"" Full HD 11ª G Intel Core i5 8GB 256GB SSD Windows 10 Microsoft 365";4805.1;0.0;Americanas;Notebook;i5
Notebook Gamer Acer Nitro 5 i5 8GB 128GB+1TB PL4 15.6 Linux;5279.12;0.0;Americanas;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5502-M10SF 15.6"" FHD 11ª G. Intel Core i5 8GB 256GB SSD Windows 10 Microsoft 365";4805.1;0.0;Americanas;Notebook;i5
Notebook Acer Aspire A315-54K-53ZP Intel Core i5 4GB 1TB 15,6  Windows 10 - Cinza;6598.9;2.0;Americanas;Notebook;i5
Notebook Acer Core i5-10210U 8GB 256GB ssd Placa de Vídeo 2GB Tela 15.6 Windows 10 Aspire 5 A515-54G-53XP;4079.91;0.0;Americanas;Notebook;i5
Notebook Samsung Galaxy Book S 13.3'' Intel Core i5 Full HD Led;7499.0;1.0;Americanas;Notebook;i5
"Notebook Gamer Lenovo Legion Y530 81GT0000BR - Intel Core i5-8300H - GTX 1050 - RAM 8GB - HD 1TB - Tela 15.6"" - Windows 10";5081.0;0.0;Americanas;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-U20S 14"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD NVIDIA GeForce Linux Prata";4814.1;1.0;Americanas;Notebook;i5
Notebook Lenovo, Intel Core i5 10210U, 8GB, 256GB ssd, Tela de 15,6, nvidia MX330, Prata, IdeaPad 3i - 82BS0001BR;4157.01;1.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD Windows 10 15.6"" Prata";3839.0;0.0;Americanas;Notebook;i5
"Notebook Gamer Dell G15-i1000-U10P 15.6"" FHD 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GTX 1650 Linux";6049.0;0.0;Americanas;Notebook;i5
Notebook dell latitude 3350 core I5 8GB ram ssd 256GB win 10 pro;3246.32;1.0;Americanas;Notebook;i5
"Notebook Gamer Dell G15-i1100-M30PB 15.6"" FHD 11ª Ger Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11 + Mochila";7379.0;0.0;Americanas;Notebook;i5
Notebook dell inspiron 14-N4050 core I5 2450M 4GB 500GB - usado;2294.87;0.0;Americanas;Notebook;i5
"Notebook Gamer Dell G15-i1100-M30P 15.6"" FHD 11ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11";7099.0;0.0;Americanas;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M50SB 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10 + Mouse";4319.1;0.0;Americanas;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M50PB 15.6"" HD 11ª G Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10 + Mochila";4355.1;0.0;Americanas;Notebook;i5
"Notebook Gamer Dell G15-i1000-M10P 15.6"" FHD 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GTX 1650 Windows 11";6199.0;0.0;Americanas;Notebook;i5
"Notebook Ultraportátil Dell Inspiron 5301-M20S 13.3"" Full HD 11ª G Intel Core i5 8GB 512GB SSD+32GB Intel Optane Win 10";5489.1;0.0;Americanas;Notebook;i5
Notebook i5 Acer Aspire 5 8GB 256GB 15,6 Windows 10 Prata;4135.12;0.0;Americanas;Notebook;i5
"Notebook Dell Inspiron 3501-M41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Windows Preto";3599.1;0.0;Americanas;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M41PB 15.6"" HD 10ª Ger Intel Core i5 4GB 256GB SSD Windows Preto + Mochila Essential";3725.1;0.0;Americanas;Notebook;i5
Notebook Samsung Book Intel Core i5, Windows 10, 8GB, 512GB ssd, Intel Iris Xe, 15.6' Full HD LED;5149.0;2.0;Americanas;Notebook;i5
Notebook Acer Aspire 5 A515-54G-53XP Intel Core I5 Windows 10 Home 8GB 256GB ssd MX250 15,6';4084.05;0.0;Americanas;Notebook;i5
Notebook Lenovo ThinkPad E470 Core i5 RAM16GB HD 500GB Windows 10 Pro;3449.0;0.0;Americanas;Notebook;i5
Notebook Acer, Intel CoreT i5 10210U, 8GB, 512GB ssd, Tela de 15,6, Nvidia GeForce mx 250 - A515-54G-52C1;5168.9;0.0;Americanas;Notebook;i5
Notebook Gamer Acer Nitro 5 i5 8GB 1TB+128GB SSD 15.6 Win10;5719.12;0.0;Americanas;Notebook;i5
Notebook Acer Intel Core I5-10210U 4.2 ghz Aspire 3 A315-54-5SSD3 Memória de 12GB HD ssd 128GB + HD 1TB Tela 15,6' Win 10 Cinza 10ª Geração;5989.0;6.0;Americanas;Notebook;i5
Notebook dell latitude E5430 core I5 3320M 8GB ssd 240GB - usado;2833.65;0.0;Americanas;Notebook;i5
Notebook Acer Core i5-10210U 8GB 512GB SSD Tela 15.6” Windows 10 Aspire 5 A515-54-50BT;3999.0;297.0;Casas Bahia;Notebook;i5
"Notebook Samsung Book X30 Core I5 8GB 1TB 15,6"" - Windows 10";3749.0;0.0;Casas Bahia;Notebook;i5
Notebook Samsung Core i5-1135G7 8GB 256GB SSD Tela Full HD 15.6” Windows 10 Book NP550XDA-KF2BR;2999.0;206.0;Casas Bahia;Notebook;i5
"Notebook Gamer Acer NVIDIA GeForce GTX 1650 Core i5-9300H 8GB 1TB 128GB SSD Tela Full HD 15.6"" Windows 10 Aspire Nitro 5 AN515-54-528V";1749.0;246.0;Casas Bahia;Notebook;i5
Notebook VAIO Core i5-8250U 12GB 1TB Tela Full HD 14” Linux FE14 VJFE41F11X-B1121H;4899.0;114.0;Casas Bahia;Notebook;i5
Notebook Samsung Core i5-1135G7 8GB 1TB Tela Full HD 15.6” Windows 10 Book NP550XDA-KF1BR;3799.0;115.0;Casas Bahia;Notebook;i5
"Notebook Lenovo Core i5-10210U 8GB 256GB SSD Tela 15.6"" Windows 10 Ideapad 3i 82BS0005BR";3099.0;95.0;Casas Bahia;Notebook;i5
"Notebook Dell Inspiron 3501-M46S 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows";5199.0;40.0;Casas Bahia;Notebook;i5
Notebook Gamer Lenovo NVIDIA GeForce GTX 1650 Core i5-10300H 8GB 256GB SSD Tela Full HD 15.6” Windows 10 Ideapad Gaming 3i 82CG0002BR;1778.0;7.0;Casas Bahia;Notebook;i5
Notebook Acer Core i5-10210U 8GB 256GB SSD Placa de Vídeo 2GB Tela 15.6” Windows 10 Aspire 5 A515-54G-53XP;4799.0;57.0;Casas Bahia;Notebook;i5
Notebook Samsung Core i5-1135G7 8GB 1TB Tela Full HD 15.6” Windows 10 Book NP550XDA-KF4BR;1799.0;77.0;Casas Bahia;Notebook;i5
"Notebook Lenovo Ultrafino IdeaPad 3i i5 8GB 256 GB SSD Placa de Vídeo Dedicada W10 15.6"" 82BS0001BR";2998.0;0.0;Casas Bahia;Notebook;i5
"Notebook Lenovo Core i5-10210U 8GB 256GB SSD Tela 15.6"" Windows 10 Ideapad 3i 82BS0005BR + Microsoft 365 Personal";6699.0;1.0;Casas Bahia;Notebook;i5
Notebook Samsung Book Intel® Core™ i5, 8GB, 256GB SSD, Intel Iris Xe, 15.6'' Full HD LED;2889.41;54.0;Casas Bahia;Notebook;i5
Notebook Gamer Acer NVIDIA GeForce GTX 1650 Core i5-9300H 8GB 1TB 128GB SSD Windows 10 Aspire Nitro 5 AN515-54-528V + Microsoft 365 Personal;1741.9;26.0;Casas Bahia;Notebook;i5
Notebook Acer Aspire 5 A514-54G-54Y4 Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB SSD 14` Full HD;1829.9;0.0;Casas Bahia;Notebook;i5
Notebook Asus Core i5-10210U 8GB 1TB Placa de Vídeo 2GB Tela 15.6” Windows 10 VivoBook X512FB-BR501T;2589.9;6.0;Casas Bahia;Notebook;i5
"Notebook Lenovo Ultrafino IdeaPad 3i i5-10210U 8GB 256 GB SSD Windows 10 15.6"" 82BS0005BR Prata";3999.0;1.0;Casas Bahia;Notebook;i5
Notebook Acer Core i5-10210U 8GB 256GB SSD Placa de Vídeo 2GB Tela 15.6” Windows 10 Aspire 5 A515-54G-53XP + Microsoft 365 Personal;1663.9;1.0;Casas Bahia;Notebook;i5
Notebook Lenovo Core i5-10210U 8GB 256GB SSD Placa de Vídeo 2GB Tela 15.6” Windows 10 Ideapad 3i 82BS0001BR;3899.0;0.0;Casas Bahia;Notebook;i5
Notebook Gamer Lenovo NVIDIA GeForce GTX 1650 Core i5-10300H 8GB 256GB SSD Tela Full HD 15.6” Linux Ideapad Gaming 3i 82CGS00100;3599.0;3.0;Casas Bahia;Notebook;i5
Notebook Acer Core i5-1035G1 8GB 256GB SSD Placa de Vídeo 2GB Tela 15.6” Windows 10 Aspire 5 A515-55G-51HJ;2528.0;67.0;Casas Bahia;Notebook;i5
Notebook Asus Core i5-8250U 4GB 256GB SSD Tela Full HD 15.6” Windows 10 X543UA-DM3458T;7499.0;0.0;Casas Bahia;Notebook;i5
Notebook Gamer Acer NVIDIA GeForce GTX 1650 Core i5-9300H 8GB 512GB SSD Tela Full HD 15.6” Endless OS Aspire Nitro 5 AN515-54-574Q;4599.0;40.0;Casas Bahia;Notebook;i5
Notebook Acer Core i5-10210U 8GB 256GB SSD Tela Full HD 15.6” Windows 10 Aspire 5 A515-54-55L0;3299.0;0.0;Casas Bahia;Notebook;i5
"Notebook 2 em 1 Dell Inspiron 5406-M20S 14"" Touch 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 McAfee";4999.0;26.0;Casas Bahia;Notebook;i5
"Notebook Lenovo IdeaPad Flex 5i i5-1135G7 8GB 256GB SSD W10 14"" FHD WVA Intel Iris® Xe";4999.0;0.0;Casas Bahia;Notebook;i5
Notebook Acer Aspire 5 A514-53G-51BK Intel Core i5 8GB 256GB SSD 14` Windows 10;4378.0;36.0;Casas Bahia;Notebook;i5
Notebook Gamer Acer NVIDIA GeForce GTX 1650 Core i5-9300H 8GB 1TB 128GB SSD Aspire Nitro 5 AN515-54-528V + Controle Sem Fio Xbox Series S Robot White;4999.0;0.0;Casas Bahia;Notebook;i5
"Notebook Gamer Lenovo, Intel® CoreT i5, 8GB, 256GB SSD, Tela de 15,6"", Chameleon Blue, ideaPad Gaming 3i - 82CG0002BR";8386.09;91.0;Casas Bahia;Notebook;i5
"Notebook Samsung Book Intel Core I5 1135G7 - Iris® Xe, Windows 10 Home 1TB HD, 8GB RAM , Tela ""15.6"" Iintel IRIS XE - Prata";4498.8;0.0;Casas Bahia;Notebook;i5
Notebook Asus X515JF-EJ153T - Full HD, Intel i5 1035G1, 8GB, SSD 256GB, GeForce MX130, Windows 10;3899.0;0.0;Casas Bahia;Notebook;i5
"Notebook Gamer Dell G15-i1000-M10P 15.6"" FHD 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA 1650 Windows 11";7736.3;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 512ssd+1t Tela 15,6 Hd;5299.0;0.0;Casas Bahia;Notebook;i5
Notebook ASUS X515JA-EJ592T, Intel Core i5-1035G1, Intel® HD Graphics 620, 8GB, 256GB, SSD, Windows 10 Home - Cinza;4049.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 1tbssd+1t Tela 15,6 Hd;4849.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 256 Ssd Tela 15,6 Hd;5599.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 1tbssd+2t Tela 15,6 Hd;4599.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 128ssd+2t Tela 15,6 Hd;4899.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 1tbssd+2t Tela 15,6 Hd;5299.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 512 Ssd Tela 15,6 Hd;6799.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 2tb Ssd Tela 15,6 Hd;5449.0;0.0;Casas Bahia;Notebook;i5
"NOTEBOOK GAMER DELL G15-I1000-U20P 15.6"" FHD 10ª GERAÇÃO INTEL CORE I5 8GB 512GB SSD NVIDIA 1650 LINUX";6449.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 128ssd+2t Tela 15,6 Hd;6049.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 1tbssd+1t Tela 15,6 Hd;4449.0;0.0;Casas Bahia;Notebook;i5
"NOTEBOOK GAMER DELL G15-I1000-M20P 15.6"" FHD 10ª GERAÇÃO INTEL CORE I5 8GB 512GB SSD NVIDIA 1650 WINDOWS 11";5099.0;0.0;Casas Bahia;Notebook;i5
"NOTEBOOK GAMER DELL G15-I1000-U10P 15.6"" FHD 10ª GERAÇÃO INTEL CORE I5 8GB 256GB SSD NVIDIA 1650 LINUX";4199.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 256ssd+2t Tela 15,6 Hd;3299.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 128 Ssd Tela 15,6 Hd;4449.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 512 Ssd Tela 15,6 Hd;6249.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 512ssd+2t Tela 15,6 Hd;6049.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 256ssd+2t Tela 15,6 Hd;5449.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 1tbssd+1t Tela 15,6 Hd;4699.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 256ssd+1t Tela 15,6 Hd;5299.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 512 Ssd Tela 15,6 Hd;4799.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 2tb Ssd Tela 15,6 Hd;6299.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 128 Ssd Tela 15,6 Hd;5549.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 256ssd+1t Tela 15,6 Hd;4999.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 512ssd+2t Tela 15,6 Hd;5729.99;0.0;Casas Bahia;Notebook;i5
Notebook ASUS X543UA-DM3457T, Intel Core i5 - 8250U, RAM 8 GB, SSD, 256 GB, Windows 10 Home - Cinza Escuro;3699.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 256 Ssd Tela 15,6 Hd;7134.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 256ssd+1t Tela 15,6 Hd;4499.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 128ssd+2t Tela 15,6 Hd;5049.0;0.0;Casas Bahia;Notebook;i5
Notebook Acer Aspire 5 A515-55T-54Bm 15.6 I5-1035G1 - Preto;4349.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 128ssd+1t Tela 15,6 Hd;4249.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 512ssd+2t Tela 15,6 Hd;5199.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 32gb 128 Ssd Tela 15,6 Hd;5349.0;0.0;Casas Bahia;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 1tb Ssd Tela 15,6 Hd;5499.0;0.0;Casas Bahia;Notebook;i5
Notebook Acer Aspire 5 A515-54-57EN Intel Core i5;3419.1;34.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book NP550XDA-KF2BR Intel Core i5;3329.1;8.0;Magazine Luiza;Notebook;i5
Notebook Lenovo IdeaPad3i 82BS0005BR Intel Core i5;3599.1;1.0;Magazine Luiza;Notebook;i5
Notebook Asus X515JF-EJ153T Intel Core i5 8GB 256G;3599.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-M46S 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows";3959.1;0.0;Magazine Luiza;Notebook;i5
Notebook HP 250 G8 Intel Core i5 8GB 256GB SSD;3599.1;5.0;Magazine Luiza;Notebook;i5
Notebook Gamer Acer Nitro 5 AN515-54-574Q Intel Core i5 8GB 512GB SSD GTX 1650 15.6' Full HD Endless;5224.05;1.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M40S 14"" Full HD 11ª Ger. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6029.1;37.0;Magazine Luiza;Notebook;i5
Notebook Gamer Acer 9º Geração Intel Core i5-9300H 8GB HD 1T+128SSD GeForceGTX1650 Tela 15.6 Polegadas;5273.68;1.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M10S 15.6"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";4589.1;25.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-M46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Preto";3959.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";4589.1;8.0;Magazine Luiza;Notebook;i5
Notebook Ultra UB522 Intel Core i5 8GB;2969.1;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book Intel Core i5, 8GB, 256GB SSD, Intel Iris Xe, 15.6'' Full HD LED;3609.05;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 A514-53G-51BK Intel Core i5 Windows 10 Home 8GB 256GB SSD MX350 14';3704.05;13.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book NP550XDA-KF4BR Intel Core i5;3284.1;4.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD Windows 10 15.6"" Prata";3305.05;0.0;Magazine Luiza;Notebook;i5
Notebook Compaq Presario 450 Intel Core i5 8GB;2969.1;0.0;Magazine Luiza;Notebook;i5
