Descrição;Preço;TotalReviews;Loja;Categoria;Processador
Notebook Lenovo Ideapad Core I3-10110u 12gb 2tb Ssd 15,6 Hd;5149.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 4gb 256ssd+2tb 15,6;4499.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 4gb 256ssd+1tb 15,6 Hd;7406.5;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 8gb 256 Ssd 15,6 Hd;6949.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 8gb 1tb Ssd Tela 15,6 Hd;5349.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 20gb 512ssd+1tb 15,6 Hd;3959.75;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 8gb 512 Ssd 15,6 Hd;5749.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 20gb 1tbssd+2tb 15,6;4349.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 12gb 1tbssd+2tb 15,6;5199.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 8gb 1tbssd+1tb 15,6 Hd;6249.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 4gb 128ssd+2tb 15,6 Hd;5849.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 12gb 1tbssd+2tb 15,6 Hd;5799.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 8gb 256ssd+2tb 15,6 Hd;5299.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 4gb 2tb Ssd Tela 15,6 Hd;3368.79;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 12gb 1tbssd+1tb 15,6 Hd;6299.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 8gb 1tb Ssd 15,6 Hd;4799.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 4gb 256 Ssd 15,6 Hd;8399.99;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 12gb 128ssd+2tb 15,6;4249.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 4gb 512ssd+1tb 15,6;5099.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 8gb 128ssd+1tb 15,6 Hd;4049.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 20gb 256ssd+1tb 15,6 Hd;5699.0;0.0;Casas Bahia;Notebook;i3
Notebook Lenovo Ideapad Core I3-10110u 4gb 512 Ssd 15,6 Hd;5799.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 4gb 512 Ssd Tela 15,6 Hd;5949.0;0.0;Casas Bahia;Notebook;i3
Notebook Acer A315 Core I3-1005g1 12gb 512ssd+2tb 15,6 Hd;2199.99;0.0;Casas Bahia;Notebook;i3
"Notebook Dell Inspiron i3501-M10P 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 Preto";2699.1;107.0;Magazine Luiza;Notebook;i3
Notebook HP 256 G8 Intel Core i3 8GB 256GB SSD;2924.1;26.0;Magazine Luiza;Notebook;i3
Notebook Samsung Book NP550XDA-KT2BR Intel Core i3;2564.1;13.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron i3501-U10P 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Linux Preto";2564.1;38.0;Magazine Luiza;Notebook;i3
Notebook Ultra UB420 Intel Core i3 4GB;2429.1;0.0;Magazine Luiza;Notebook;i3
Notebook Acer Aspire 3 A315-56-3090 Intel Core i3;3149.1;110.0;Magazine Luiza;Notebook;i3
Notebook Samsung Book NP550XDA-KT1BR Intel Core i3;2789.1;14.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron i3501-M20P 15.6"" HD 10ª Geração Intel Core i3 4GB 128GB SSD Windows 10 Preto";2969.1;27.0;Magazine Luiza;Notebook;i3
"Kit Notebook Dell Inspiron i3501-M10PF 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 Microsoft 365";2789.1;6.0;Magazine Luiza;Notebook;i3
Notebook Samsung Book Intel Core i3-1115G4, Windows 10 Home, 4GB, 1TB,  15.6'' Full HD LED;2944.05;0.0;Magazine Luiza;Notebook;i3
"Notebook Lenovo Ultrafino IdeaPad 3i i3-10110U 4GB 1TB Windows 10 15.6"" 82BS0002BR Prata";2789.1;0.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron i3501-M25P 15.6"" HD 10ª Geração Intel Core i3 4GB 256GB SSD Windows 10 Preto";3149.1;48.0;Magazine Luiza;Notebook;i3
"Notebook Intel Core I3 4GB RAM 1TB Ultra UB422 Tela 14.1"" Full HD Linux Prata";2321.1;1.0;Magazine Luiza;Notebook;i3
Notebook Ultra UB423 Intel Core i3 4GB;2339.1;0.0;Magazine Luiza;Notebook;i3
"Kit Notebook Dell Inspiron i3501-M10PC 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 + Capa Essential";2987.1;1.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron i3501-U20P 15.6"" HD 10ª Geração Intel Core i3 4GB 128GB SSD Linux Preto";2834.1;15.0;Magazine Luiza;Notebook;i3
Notebook Acer Aspire 5 A514-53-32LB Intel Core I3 Windows 10 Home 4GB RAM 128GB SSD 14.0';2849.05;15.0;Magazine Luiza;Notebook;i3
Notebook Samsung Book Intel Core i3-1115G4, Windows 10 Home, 4GB, 1TB,  15.6'' Full HD LED;2944.05;0.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron i3501-U25P 15.6"" HD 10ª Geração Intel Core i3 4GB 256GB SSD Linux Preto";3014.1;7.0;Magazine Luiza;Notebook;i3
"Notebook Acer Aspire 5 A515-56-327T Intel Core I3-1115G4 4GB 256GB SSD Windows 10 Home 15.6"" Cinza";3134.05;0.0;Magazine Luiza;Notebook;i3
"Kit Notebook Dell Inspiron i3501-M25PB 15.6"" HD 10ª G. Intel Core i3 4GB 256GB SSD Windows 10 Preto + Mochila Essential";3275.1;2.0;Magazine Luiza;Notebook;i3
"Notebook 14"" ultra core i3/4gb/1tb/linux prata ub422  MULTILASER";2229.06;0.0;Magazine Luiza;Notebook;i3
Notebook Vaio FE14 VJFE42F11X-B1721H Intel Core i3;2789.1;8.0;Magazine Luiza;Notebook;i3
"Notebook HP 256-G8, Core i3, 4GB, 128GB SSD, Tela de 15"" - 4A8P7LA";3021.57;0.0;Magazine Luiza;Notebook;i3
"Notebook 15.6"" book e30 core i3-1115g4 11ª geração, 4gb, 1tb, windows 10 branco np550xda-kt2br  SAMSUNG";3199.06;1.0;Magazine Luiza;Notebook;i3
"Kit Notebook 2 em 1 Dell Inspiron 5406-OS10SF 14"" Touch 11ª Ger Intel Core i3 4GB 128GB SSD Windows 10 Microsoft 365";3959.1;0.0;Magazine Luiza;Notebook;i3
Notebook Positivo Motion 14 HD Intel i3-7020U 1TB 4GB Linux Cinza Escuro;2249.98;12.0;Magazine Luiza;Notebook;i3
Notebook Acer Aspire 5 A514-54-37M1 Intel Core i3 11ª Gen Windows 10 Home 8GB 512GB SSD 14' FHD;4084.05;0.0;Magazine Luiza;Notebook;i3
Notebook Asus Intel Core i3 256GB SSD 4GB 15.6 Windows 10 X543UA--GQ3430T;3175.11;0.0;Magazine Luiza;Notebook;i3
"Notebook Lenovo V14 i3-1115G4 8GB 256GB SSD  Windows 10 Home 14"" 82NM0006BR Preto";3122.1;0.0;Magazine Luiza;Notebook;i3
"Notebook 14"" ultra core i3/4gb/1tb/win10 prata ub421  MULTILASER";2520.06;0.0;Magazine Luiza;Notebook;i3
"Kit Notebook Dell Inspiron i3501-M20PB 15.6"" HD 10ª G. Intel Core i3 4GB 128GB SSD Windows 10 Preto + Mochila Essential";3095.1;3.0;Magazine Luiza;Notebook;i3
"Notebook 15.6"" vivobook core i3-7020u/4gb/ssd256gb/win10 x543ua-dm3459t  ASUS";3102.06;0.0;Magazine Luiza;Notebook;i3
"Kit Notebook Dell Inspiron i3501-M25PC 15.6"" HD 10ª Ger. Intel Core i3 4GB 256GB SSD Windows 10 Preto + Capa Essential";3194.1;5.0;Magazine Luiza;Notebook;i3
"Notebook Compaq Presario 430 Intel Core i3 Windows 10 Home 4GB 120GB SSD 14"" - Cinza";2899.0;0.0;Magazine Luiza;Notebook;i3
Notebook Lenovo Ultrafino IdeaPad 3i i3 10110U 4GB 1TB 15.6 Win 10 Prata;2879.1;0.0;Magazine Luiza;Notebook;i3
Notebook Compaq Presario CQ-27 Intel Core i3 4GB;2609.1;8.0;Magazine Luiza;Notebook;i3
Notebook Intel Core I3 4GB RAM 1TB Ultra UB422 Tela 14.1” Full HD Linux Prata - Multilaser;2374.05;0.0;Magazine Luiza;Notebook;i3
Notebook Lenovo IdeaPad3i 82BS0006BR Intel Core i3;3419.1;0.0;Magazine Luiza;Notebook;i3
"Notebook Lenovo Ultrafino IdeaPad 3i i3-10110U 4GB 128 GB SSD + Microsoft 365 Personal W10 15.6""";2852.1;0.0;Magazine Luiza;Notebook;i3
"Notebook Brazil Pc 15,6"" Full Hd Intel Core I3 4 Gb de Ram Ssd 120 Gb";3346.31;0.0;Magazine Luiza;Notebook;i3
Notebook Samsung Book Intel Core i3, Windows 10, 4GB, 256GB SSD, 15.6'' Full HD LED;3999.0;0.0;Magazine Luiza;Notebook;i3
Notebook VAIO FE14 VJFE42F11X-B1521H Intel Core i3-10110U 4GB 128GB SSD Full HD Linux Debian 10;2849.05;0.0;Magazine Luiza;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto";3099.99;14.0;Submarino;Notebook;i3
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;2970.59;6.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";2949.16;8.0;Submarino;Notebook;i3
"Notebook Lenovo Ultrafino ideapad S145 i5-1035G1 8GB 256GB SSD Windows 10 15.6"" FHD 82DJ000GBR Prata";3229.99;26.0;Amazon;Notebook;i5
"Notebook IdeaPad Gaming 3i, Intel Core i5-10300H, 8GB RAM, 256GB SSD, Placa Dedicada GTX 1650 4GB, Windows 10, 15.6"" Full HD WVA, Azul";4769.1;110.0;Amazon;Notebook;i5
"Notebook Lenovo Ultrafino ideapad S145 i5-1035G1, 8GB 1TB Windows 10 15.6"" Dolby Audio Design Leve e Compacto, Prata";4908.35;1003.0;Amazon;Notebook;i5
"Notebook Lenovo 2 em 1 IdeaPad Flex 5i, Intel Core i5-1035G, 8GB RAM, 256GB SSD, Windows 10, 14"" Full HD WVA, Grafite";4499.0;71.0;Amazon;Notebook;i5
"Notebook Dell Inspiron i15-3501-A50P 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10 Preto";5779.99;28.0;Amazon;Notebook;i5
"Notebook Dell Inspiron i15-3501-A45P 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Preto";4399.0;68.0;Amazon;Notebook;i5
Samsung BookIntel® Core™ i5-1135G7, 11 Geração, Windows 10 Home, 8GB, 1TB HD, Intel Iris Xe, 15.6'' Full HD LED, 1.86kg;3742.05;9.0;Amazon;Notebook;i5
Notebook ASUS X515JF-EJ153T INTEL CORE I5 1035G1 / NVIDIA MX130 / 8 GB / 256 GB SSD / Windows 10 Home / Cinza;4699.0;4.0;Amazon;Notebook;i5
Notebook Acer Aspire 5 A515-54G-52C1 Core i5-10210U 8GB Win10+;4358.19;7.0;Amazon;Notebook;i5
"NOTEBOOK SAMSUNG BOOK 15,6"" FHD/ I5-1135G7/ 8GB/ 1TB/ WIN 10 HOME";4084.05;18.0;Amazon;Notebook;i5
Notebook ASUS VivoBook X543UA-DM3457T INTEL CORE I5 8250U / Intel® HD graphics 620 / 8 GB / 256 GB / Windows 10 Home / Cinza Escuro;3148.9;5.0;Amazon;Notebook;i5
NOTEBOOK GAMER ACER AN515-55-50JB I5-10300H 16GB RAM 512SSD 4GB NVIDIA GeForce GTX 1650TI;8549.0;8.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 256 Ssd Tela 15,6 Hd;4499.0;0.0;Amazon;Notebook;i5
"Notebook Acer 15,6"" A515-54-511Q I5-1035G1 8GB 256GB W10H";4229.9;54.0;Amazon;Notebook;i5
"NOTEBOOK ACER 14"" HD A514-53-59QJ / NX.A4LAL.003 / I5-1035G1/ 8GB/ 256GB SSD/ W10 HOME";3699.0;0.0;Amazon;Notebook;i5
"Notebook Samsung Galaxy Book S Intel Core i5- L16G7 8GB 256GB SSD 13,3"" Full HD Windows 10 Home, Cinza";5230.0;11.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell XPS-9300-A10S 10ª ger. Intel Core i5 8GB 512GB SSD Tela 13.4"" Full HD+ Windows 10 McAfee Garantia";7870.0;6.0;Amazon;Notebook;i5
Notebook ASUS VivoBook X543UA-DM3458T INTEL CORE I5 8250U / Intel® HD graphics 620 / 4 GB / 256 GB SSD / Windows 10 Home / Cinza Escuro;3616.07;5.0;Amazon;Notebook;i5
"Notebook Ultra 15"" Intel Core i5 8GB 240GB SSD Windows 10, UB522, Prata";2773.96;10.0;Amazon;Notebook;i5
"Notebook Dell Inspiron i15-3501-A40P 15.6"" HD 11ª Geração Intel Core i5 4GB 256GB SSD Windows 10 Preto";3899.0;5.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M40SB 15.6"" FHD 11ª G Intel Core i7 16GB 512GB SSD NVIDIA GeForce W10 + Mochila";7769.0;2.0;Amazon;Notebook;i5
Macbook Air Apple MQD32 Intel Core i5 13,3 1.8GHz 8GB SSD 128GB;6615.16;7732.0;Amazon;Notebook;i5
Notebook Asus ZenBook 14 UX425EA-BM319T CORE I5-1135G7 / 8 GB / 256 GB SSD / Windows 10 Home / Cinza Escuro;6099.0;0.0;Amazon;Notebook;i5
"Notebook Gamer ideapad L340 i5-9300H, 8GB 256GB SSD GeForce® GTX 1050 3GB 15.6"" Full HD IPS Windows 10, Preto";5278.9;61.0;Amazon;Notebook;i5
Notebook Acer Nitro 5 AN515-55-51D3 Core i5-10300H 8GB Win10+;5799.0;0.0;Amazon;Notebook;i5
Notebook Acer Aspire 5 A515-54-55L0 Core I5 –10210U 8GB Win10;3491.24;0.0;Amazon;Notebook;i5
"NOTEBOOK ACER 15.6"" A515-54-557C I5-10210U 4GB 256SSD LINUX";3134.99;1.0;Amazon;Notebook;i5
"Computador Fácil Completo Intel Core i5 3.20 Ghz 4GB DDR3 SSD 120GB Monitor 19"" Teclado e Mouse";2389.0;0.0;Amazon;Notebook;i5
"Notebook Lenovo BS145 i5-1035G1 8GB 1TB Windows 10 Pro 15,6"" HD 82HB000MBR Preto";4349.0;1.0;Amazon;Notebook;i5
"Notebook Gamer 2Am E550, Intel Core I5 9400, 8Gb, 256Gb Ssd, Nvi Geforce Gtx 1050 3Gb, Ips Full Hd 15.6"" - Windows 10 Home";5999.0;4.0;Amazon;Notebook;i5
Notebook Asus, Intel® Core i5 1035G1, 8GB,1TB, Tela de 15,6 , Cinza Escuro - X509JA-BR423T;6999.01;3.0;Amazon;Notebook;i5
"Notebook Ultraportátil Dell Inspiron i13-5301-A20S 13.3"" Full HD 11ª geração Intel Core i5 8GB 512GB SSD+32GB Intel Optane Memory Win 10 Prata";5649.0;1.0;Amazon;Notebook;i5
"Notebook Dell Inspiron I15-3583-As80P 8ª Geração Intel Core I5 8Gb 256Gb Ssd 15.6"" Placa de Vídeo Amd Windows 10 Preto";4299.0;188.0;Amazon;Notebook;i5
Notebook Samsung Core I5-1135G7, 11 Geração, 8GB 256GB SSD 15,6 Book Win10 Cinza;4299.0;5.0;Amazon;Notebook;i5
"Notebook Acer 15,6"" A515-55G-53QD I5-1035G1 8GB 512GB W10H";4999.99;16.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 128 Ssd Tela 15,6 Hd;4399.0;0.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M40S 14"" Full HD 11ª Ger. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6699.0;0.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 256ssd+1t Tela 15,6 Hd;4549.0;0.0;Amazon;Notebook;i5
"Notebook Dell Inspiron 3501-M46S 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows";4199.0;0.0;Amazon;Notebook;i5
"Notebook Gamer Dell G3-3500-A15P 10ª Geração Core i5 8GB 512GB SSD NVIDIA GTX 1650 Tela 15.6"" Windows 10 Preto";6582.44;16.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M40S 15.6"" Full HD 11ª G. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6899.0;9.0;Amazon;Notebook;i5
"Notebook Hp 256-g8, Core i5, 16gb, 256gb Ssd, Tela de 15"", Windows 10 Home - 4e3p9la";4399.0;1.0;Amazon;Notebook;i5
"Notebook Lenovo V14 i5-1135G7 8GB 256SSD Intel Iris Xe Graphics Win 10 Home 14"" FHD 82NM0009BR Preto";4099.0;1.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 4gb 128 Ssd Tela 15,6 Hd;3999.0;0.0;Amazon;Notebook;i5
"Notebook Hp 256-g8 i5 1.0ghz  8gb  256gb Ssd 15""w10 3g5a7la";3999.0;0.0;Amazon;Notebook;i5
Notebook Samsung i5 8GB 512GB 13.3 Book S Win10 Dourado;5799.0;3.0;Amazon;Notebook;i5
"Notebook Lenovo V14 i5-1135G7 8GB 256SSD Intel Iris Xe Graphics Win 10 Home 14"" HD 82NM000EBR Preto";3949.0;0.0;Amazon;Notebook;i5
Notebook ASUS X543UA-GQ3213T - CORE I5 / 8 GB / 256 GB SSD / Windows 10 Home / Cinza Escuro;5949.0;92.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 16gb 128ssd+1t Tela 15,6 Hd;4649.0;0.0;Amazon;Notebook;i5
"Notebook Dell Inspiron i15-3501-D45P 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux Preto";4399.0;0.0;Amazon;Notebook;i5
"Notebook Ultraportátil Dell Inspiron i13-5301-A10S 13.3"" Full HD 11ª geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";6111.95;2.0;Amazon;Notebook;i5
MacBook Air, Intel Core i5, 8GB, 128GB, Tela de 13,3 - MQD32BZ/A;6699.0;8.0;Amazon;Notebook;i5
Notebook Dell Inspiron I5-1035g1 8gb 256 Ssd Tela 15,6 Hd;4249.0;0.0;Amazon;Notebook;i5
"Notebook Gamer 2Am E550, Intel Core I5 9400, 8Gb, 1Tb HD +128Gb SSD, Nvi Geforce Gtx 1050 3Gb, Ips Full HD 15.6"" - Windows 10 Home";5999.0;11.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M10S 15.6"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";5099.0;0.0;Amazon;Notebook;i5
Core I5 ​​Metal ultrafino para jogos, notebook de escritório, de 15,6 polegadas, com alto desempenho e bateria de longa duração;3609.02;0.0;Amazon;Notebook;i5
Notebook ASUS X571GT-AL888T INTEL CORE I5 9300H / NVIDIA GeForce GTX1650 / 16 GB / 256 GB SSD / Windows 10 Home / Black;6849.0;2.0;Amazon;Notebook;i5
Notebook Acer 15,6 A315-56-569F i5-10ª 4GB 256SSD Linux;3452.21;23.0;Amazon;Notebook;i5
Notebook Lenovo ThinkPad E14 i5 - 10210U, 8GB RAM, 500GB HD, Windows 10 Pro - Preto;9971.85;9.0;Amazon;Notebook;i5
"Notebook VAIO FE14 VJFE42F11X-B0451H Intel Core i5 10510U 8GB 1TB 14"" Full HD Linux - Grey (Chumbo Escuro)";6199.0;0.0;Amazon;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";5409.99;1.0;Amazon;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3562.49;54.0;Americanas;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3544.81;0.0;Americanas;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";3549.99;21.0;Americanas;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3609.99;34.0;Americanas;Notebook;i5
