Descrição;Preço;Estrelas;TotalReviews;Url;Data
"Notebook Lenovo Ultrafino ideapad S145 i5-1035G1 8GB 256GB SSD Windows 10 15.6"" FHD 82DJ000GBR Prata";3229.99;4.7;350;https://www.amazon.com.br/Lenovo-Ultrafino-S145-i5-1035G1-82DJ000GBR/dp/B098V2Y9DJ/ref=sr_1_4?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-4&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
"Notebook Lenovo Ultrafino IdeaPad S145, AMD Ryzen 5, 8GB RAM, 1TB HD, Linux 15.6"", Prata";2999.0;4.5;2340;https://www.amazon.com.br/Notebook-Lenovo-Ultrafino-ideapad-81V7S00100/dp/B0891ZH1FL/ref=sr_1_5?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-5&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
"Notebook Lenovo Ultrafino IdeaPad 3i, Intel Core i5-10210U, 8GB RAM, 256GB SSD, Windows 10, 15.6"", Prata";3324.99;4.7;4590;https://www.amazon.com.br/Notebook-Lenovo-Ultrafino-IdeaPad-i5-10210U/dp/B091SDJWXP/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-6&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
"Notebook Ultra 14"" Pentium 4GB 120GB SSD W10, UB320, Preto";1439.1;4.1;370;https://www.amazon.com.br/Notebook-Ultra-Pentium-120GB-UB320/dp/B0932LHR4Z/ref=sr_1_7?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-7&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
SAMSUNG Chromebook SS 11.6 Intel DC 4GB 32GB XE310XBA-KT1BR;1629.9;4.5;2540;https://www.amazon.com.br/SAMSUNG-Chromebook-11-6-Intel-XE310XBA-KT1BR/dp/B08LW3HX81/ref=sr_1_8?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-8&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
Samsung BookIntel® Core™ i3-1115G4, 11 Geração, Windows 10 Home, 4GB, 1TB, 15.6'' Full HD LED, 1.86kg;2673.26;3.7;670;https://www.amazon.com.br/Samsung-BookIntel%C2%AE-i3-1115G4-Gera%C3%A7%C3%A3o-Windows/dp/B09427BLZP/ref=sr_1_9?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-9&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
Notebook Positivo Motion Q464C Intel® Atom® Quad-Core Windows 10 Home - Cinza;1540.52;4.0;760;https://www.amazon.com.br/Notebook-Positivo-Motion-Quad-Core-Windows/dp/B08SMM6PW2/ref=sr_1_10?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-10&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
Notebook Acer Aspire 5 A515-54-50BT Intel Core i5 8GB Win10;3631.32;4.7;5060;https://www.amazon.com.br/Notebook-Aspire-A515-54-50BT-Intel-Win10/dp/B094DT74QB/ref=sr_1_11?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-11&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
Samsung Book Intel® Dual-Core, Windows 10 Home, 4GB, 500GB, 15.6'' Full HD LED, 1.86kg*.;2599.0;3.7;360;https://www.amazon.com.br/Samsung-Intel%C2%AE-Dual-Core-Windows-1-86kg/dp/B0931ZW98J/ref=sr_1_12?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-12&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
"Notebook IdeaPad Gaming 3i, Intel Core i5-10300H, 8GB RAM, 256GB SSD, Placa Dedicada GTX 1650 4GB, Windows 10, 15.6"" Full HD WVA, Azul";4949.1;4.6;1220;https://www.amazon.com.br/Notebook-IdeaPad-i5-10300H-Dedicada-Windows/dp/B09456NBGP/ref=sr_1_16?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1635042650&s=electronics&sr=1-16&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;2021-10-23
